Contig,Position,s82A_T1_SORTED_FILTERED-A,s82A_T1_SORTED_FILTERED-C,s82A_T1_SORTED_FILTERED-G,s82A_T1_SORTED_FILTERED-T,s82A_T2_SORTED_FILTERED-A,s82A_T2_SORTED_FILTERED-C,s82A_T2_SORTED_FILTERED-G,s82A_T2_SORTED_FILTERED-T,s82A_T3_SORTED_FILTERED-A,s82A_T3_SORTED_FILTERED-C,s82A_T3_SORTED_FILTERED-G,s82A_T3_SORTED_FILTERED-T,s82A_T4_SORTED_FILTERED-A,s82A_T4_SORTED_FILTERED-C,s82A_T4_SORTED_FILTERED-G,s82A_T4_SORTED_FILTERED-T,s82A_T5_SORTED_FILTERED-A,s82A_T5_SORTED_FILTERED-C,s82A_T5_SORTED_FILTERED-G,s82A_T5_SORTED_FILTERED-T,s82A_T6_SORTED_FILTERED-A,s82A_T6_SORTED_FILTERED-C,s82A_T6_SORTED_FILTERED-G,s82A_T6_SORTED_FILTERED-T,s82A_T7_SORTED_FILTERED-A,s82A_T7_SORTED_FILTERED-C,s82A_T7_SORTED_FILTERED-G,s82A_T7_SORTED_FILTERED-T,s82A_T8_SORTED_FILTERED-A,s82A_T8_SORTED_FILTERED-C,s82A_T8_SORTED_FILTERED-G,s82A_T8_SORTED_FILTERED-T
1177,2481,0,0,0,0,0,0,0,0,0,7,0,35,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0
1177,2486,0,0,0,0,0,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,2658,0,0,0,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,2667,0,0,0,0,0,0,0,0,0,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,2670,0,0,0,0,0,0,0,0,0,43,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,2676,0,0,0,0,0,0,0,0,0,14,0,42,0,13,0,1,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0
1177,2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0
1177,2751,0,0,0,0,0,0,0,0,0,33,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0
1177,2823,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,1607,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,8,0,26,0,0,0,0,0,0,0,0,0
1543,1610,0,0,0,0,0,0,0,0,0,8,0,6,0,4,0,26,0,0,0,0,0,5,0,27,0,0,0,0,0,0,0,0
1543,1625,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,1637,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,1770,0,76,3,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0
1543,2060,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0
1543,2066,0,0,0,0,0,0,0,0,0,6,0,8,0,18,0,4,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0
1543,2069,0,0,0,0,0,0,0,0,0,6,0,8,0,18,0,4,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,0
1543,2072,0,0,0,0,0,0,0,0,6,0,9,0,18,0,5,0,0,0,0,0,18,0,8,0,0,0,0,0,0,0,0,0
1543,2075,0,0,0,0,0,0,0,0,0,6,0,10,0,20,0,7,0,0,0,0,0,18,0,8,0,0,0,0,0,0,0,0
1543,2230,0,0,0,0,0,0,0,0,48,0,1,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2243,39,0,5,0,0,0,0,0,6,0,43,0,19,0,21,0,0,0,0,0,22,0,43,0,0,0,0,0,0,0,0,0
1543,2315,0,1,0,54,0,0,0,0,0,44,0,6,0,27,0,26,0,0,0,0,0,39,0,22,0,0,0,0,0,0,0,0
1543,2402,0,0,0,0,0,0,0,0,0,49,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2403,0,0,0,0,0,0,0,0,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2411,0,0,0,0,0,0,0,0,50,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2412,0,0,0,0,0,0,0,0,0,0,0,0,57,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2447,9,0,79,0,0,0,0,0,0,0,0,0,33,0,31,0,0,0,0,0,35,0,19,0,0,0,0,0,0,0,0,0
1544,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,5,0,0,0,0,0,0,0,0,0
1544,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,48,0,0,0,0,0,4,0,57,0,0,0,0,0,0,0,0
1544,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,5,0,0,0,0,0,0,0,0
1544,2657,0,0,0,0,0,0,0,0,53,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,2660,55,0,3,0,0,0,0,0,10,0,51,0,22,0,24,0,0,0,0,0,23,0,31,0,0,0,0,0,0,0,0,0
1544,2673,0,45,0,3,0,0,0,0,0,7,0,49,0,19,0,24,0,0,0,0,0,19,0,37,0,0,0,0,0,0,0,0
1544,2675,2,0,41,0,0,0,0,0,51,0,1,6,27,0,16,0,0,0,0,0,37,0,19,0,0,0,0,0,0,0,0,0
1544,2708,0,29,0,1,0,0,0,0,0,0,0,0,0,11,0,23,0,0,0,0,0,12,0,34,0,0,0,0,0,0,0,0
1544,2720,0,22,0,2,0,0,0,0,0,0,0,0,0,11,0,23,0,0,0,0,0,10,0,31,0,0,0,0,0,0,0,0
2237,1460,0,67,0,12,0,0,0,0,0,3,0,31,0,25,0,25,0,0,0,0,0,25,0,35,0,0,0,0,0,0,0,0
2237,1601,0,67,0,8,0,0,0,0,0,8,0,30,0,13,0,12,0,0,0,0,0,12,0,30,0,0,0,0,0,0,0,0
2237,1634,0,0,0,0,0,0,0,0,6,0,31,0,11,0,13,0,0,0,0,0,12,0,24,0,0,0,0,0,0,0,0,0
2237,1646,0,0,0,0,0,0,0,0,0,30,0,6,0,15,0,12,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0
2237,1742,0,0,0,0,0,0,0,0,3,0,19,0,13,0,12,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0
2237,1769,0,0,0,0,0,0,0,0,0,15,0,4,0,8,0,11,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0
2237,1820,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,2043,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,2045,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,2070,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,2162,0,6,0,83,0,0,0,0,0,41,0,4,0,14,0,21,0,8,0,2,0,16,0,25,0,0,0,0,0,0,0,0
2237,2177,0,0,0,0,0,0,0,0,0,7,0,43,0,21,0,19,0,4,0,8,0,26,0,17,0,0,0,0,0,0,0,0
2237,2237,87,5,0,0,0,0,0,0,7,41,0,0,22,17,0,0,2,10,0,0,20,21,0,0,0,0,0,0,0,0,0,0
2237,2238,87,5,0,0,0,0,0,0,7,41,0,0,22,18,0,0,2,10,0,0,20,21,0,0,0,0,0,0,0,0,0,0
2237,2259,0,0,0,0,0,0,0,0,42,0,6,0,16,0,20,0,10,0,1,0,26,0,20,0,0,0,0,0,0,0,0,0
2237,2273,0,0,0,0,0,0,0,0,0,41,0,6,0,17,0,23,0,11,0,1,0,30,0,23,0,0,0,0,0,0,0,0
2237,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,4,0,0,0,0,0,0,0,0
2237,2333,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,4,0,0,0,0,58,0,0,10,0,0,0,0,0,0,0,0
2237,2336,0,0,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0,0,0,10,60,0,0,0,0,0,0,0,0,0,0
2237,2390,84,0,12,0,0,0,0,0,2,0,45,0,21,0,38,0,3,0,10,0,23,0,54,0,0,0,0,0,0,0,0,0
2237,2393,0,84,0,12,0,0,0,0,0,2,0,46,0,21,0,37,0,3,0,10,0,25,0,53,0,0,0,0,0,0,0,0
2237,2435,0,12,81,0,0,0,0,0,0,59,4,0,2,42,29,0,0,0,0,0,6,41,30,0,0,0,0,0,0,0,0,0
2237,2462,12,0,0,86,0,0,0,0,60,0,1,3,46,0,0,24,7,0,0,3,43,0,0,36,0,0,0,0,0,0,0,0
2237,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,9,0,0,0,0,0,0,0,0,0
2237,2477,0,8,0,87,0,0,0,0,0,60,0,3,0,40,0,25,0,7,0,3,0,30,0,43,0,0,0,0,0,0,0,0
2237,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,7,0,0,0,0,0,0,0,0
2237,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,7,0,0,0,0,0,68,0,11,0,0,0,0,0,0,0,0
2237,2531,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,7,0,0,0,0,0,71,0,10,0,0,0,0,0,0,0,0
2237,2633,0,0,0,0,0,0,0,0,0,3,0,45,0,28,0,32,0,0,0,0,0,26,0,32,0,0,0,0,0,0,0,0
2237,2714,0,0,0,0,0,0,0,0,48,0,6,0,40,0,20,0,0,0,0,0,25,0,28,0,0,0,0,0,0,0,0,0
2237,2717,0,0,0,0,0,0,0,0,0,48,0,7,0,41,0,20,0,0,0,0,0,25,0,27,0,0,0,0,0,0,0,0
2237,2726,0,0,0,0,0,0,0,0,7,0,0,50,21,1,0,38,0,0,0,0,27,0,0,29,0,0,0,0,0,0,0,0
2237,2774,0,0,0,0,0,0,0,0,44,0,0,6,27,0,0,19,9,0,0,1,26,0,1,25,0,0,0,0,0,0,0,0
2237,2794,6,67,0,0,0,0,0,0,47,6,1,0,27,22,0,0,10,1,0,0,27,24,0,0,0,0,0,0,0,0,0,0
2237,2942,0,84,0,6,0,0,0,0,0,6,0,56,0,27,0,23,0,3,0,9,0,19,0,28,0,0,0,0,0,0,0,0
2237,3005,0,0,0,0,0,0,0,0,0,44,0,7,0,19,0,27,0,0,0,0,0,24,0,18,0,0,0,0,0,0,0,0
2237,3008,0,0,0,0,0,0,0,0,0,0,44,7,0,0,17,25,0,0,0,0,0,0,23,17,0,0,0,0,0,0,0,0
2237,3154,0,0,0,0,0,0,0,0,36,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,3164,0,0,0,0,0,0,0,0,0,30,0,5,0,11,0,23,0,7,0,4,0,18,0,17,0,0,0,0,0,0,0,0
2237,3200,0,0,0,0,0,0,0,0,30,0,8,0,0,0,0,0,12,0,5,0,17,0,22,0,0,0,0,0,0,0,0,0
2237,3203,0,0,0,0,0,0,0,0,0,32,0,7,0,4,0,26,0,12,0,5,0,17,0,22,0,0,0,0,0,0,0,0
2237,3209,0,0,0,0,0,0,0,0,0,7,0,35,0,26,0,5,0,5,0,12,0,21,0,16,0,0,0,0,0,0,0,0
2237,3212,0,0,0,0,0,0,0,0,0,35,0,6,0,4,0,26,0,12,0,5,0,16,0,21,0,0,0,0,0,0,0,0
2237,3261,0,0,0,0,0,0,0,0,4,0,36,0,22,0,6,0,6,0,12,0,15,0,23,0,0,0,0,0,0,0,0,0
2237,3444,0,7,0,84,0,0,0,0,0,51,0,4,0,24,0,18,0,8,0,4,0,39,0,22,0,0,0,0,0,0,0,0
2237,3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,74,0,0,0,0,0,0,0,0
2237,3620,0,74,0,1,0,0,0,0,0,7,0,55,0,17,0,22,0,0,0,0,0,17,0,35,0,0,0,0,0,0,0,0
2237,3635,78,1,0,1,0,0,0,0,5,0,0,48,17,0,0,21,0,0,0,0,15,0,0,34,0,0,0,0,0,0,0,0
2237,3638,75,0,4,0,0,0,0,0,5,0,45,0,17,0,21,0,0,0,0,0,16,0,35,0,0,0,0,0,0,0,0,0
2237,3644,74,0,1,0,0,0,0,0,5,0,46,0,18,0,24,0,0,0,0,0,17,0,36,0,0,0,0,0,0,0,0,0
2237,3704,3,0,0,70,0,0,0,0,49,0,0,8,13,0,0,18,0,0,0,0,31,0,0,24,0,0,0,0,0,0,0,0
2237,3872,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,3889,105,0,8,0,0,0,0,0,8,0,47,0,21,0,20,0,0,0,0,0,35,0,37,0,0,0,0,0,0,0,0,0
2237,3938,0,90,0,9,0,0,0,0,0,8,0,57,0,13,0,28,0,4,0,8,0,25,0,29,0,0,0,0,0,0,0,0
2237,4061,0,8,0,77,0,0,0,0,0,55,0,9,0,31,0,20,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0
2237,4094,0,62,0,4,0,0,0,0,0,5,0,48,0,17,0,33,0,0,0,0,0,22,0,28,0,0,0,0,0,0,0,0
2237,4113,60,0,5,0,0,0,0,0,5,0,49,0,15,0,31,0,0,0,0,0,23,0,30,0,0,0,0,0,0,0,0,0
2237,4148,0,5,0,61,0,0,0,0,0,43,0,5,0,28,0,17,0,0,0,0,0,26,0,27,0,0,0,0,0,0,0,0
2237,4157,4,0,62,0,0,0,0,0,45,0,5,0,29,0,17,0,0,0,0,0,22,0,28,0,0,0,0,0,0,0,0,0
