scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	population_divergent_sites	consensus_divergent_sites
NORP83_385	5580	46.47078853046595	0.9982078853046596	0.002887460435553657	49	12.323028523650635	0.16498302910149618	0.9372759856630823	1.0	0.0	0.002637165362440741	0.0	0.4551971326164875	0.9961759082217974	0.9984703632887191	8	22	30	8	20
NORP83_386	8782	53.14916875427011	0.9997722614438624	0.0035044837537158147	54	10.03022413226467	0.10703816351273758	0.9869050330220906	1.0	0.0	0.003293800269757008	0.0	0.7089501252562058	0.9949232721818392	0.9968847352024922	27	49	76	27	44
NORP83_387	6048	36.21097883597884	0.9914021164021164	0.005006657135846582	42	19.358071162894827	0.2489385168552395	0.7447089947089947	0.999999999999987	0.0	0.003603626791636172	0.0	0.3100198412698413	0.9895648312611012	0.9948934280639432	23	40	63	23	47
NORP83_310	9595	45.39541427826993	0.9892652423137049	0.0041958769153531686	48	13.718216088667168	0.1400547306043675	0.9240229286086504	1.0	0.0	0.003119578853413629	0.0	0.4354351224596144	0.9918790886532822	0.9963907060681254	32	55	87	32	72
NORP83_311	26324	46.2938383224434	0.9998480474092084	0.0029010555461291827	49	13.27434296488401	0.08181733744542331	0.9352302081750494	1.0	0.0	0.0029704000651836764	0.0	0.45585777237501895	0.99614119176246	0.9981721434664284	45	102	147	45	95
NORP83_312	4470	33.389038031319906	0.9881431767337808	0.007373231958078819	38	18.625933082424282	0.2786203676764642	0.7257270693512304	0.9999999999998431	0.0	0.006858587955900997	0.0	0.21230425055928406	0.998150431565968	0.999383477188656	2	44	46	2	6
NORP83_313	3293	41.6890373519587	0.9972669298511996	0.005594441858176036	43	14.244338401986113	0.2482632116710555	0.9122380807774066	1.0	0.0	0.005038854961258775	0.0	0.2969936228363195	0.9943408788282292	0.9996671105193076	1	28	29	1	17
NORP83_314	9429	45.647364513734225	0.9959698801569624	0.004193453620213949	48	13.695522773732801	0.14104861547280825	0.9361544172234596	1.0	0.0	0.003525278825298961	0.0	0.4564641001166614	0.9930893848419622	0.99694120312677	27	66	93	27	61
NORP83_315	4615	39.7557963163597	0.9982665222101842	0.0046332809950266896	45	16.174212601956576	0.238113682900994	0.8409534127843987	0.9999999999999994	0.0	0.0040348308120996546	0.0	0.3135427952329361	0.9940736923473332	0.9976810100489564	9	40	49	9	23
NORP83_316	3615	40.66362378976487	0.9994467496542184	0.007827101622276511	44	17.14125648851557	0.2851337194455967	0.8702627939142462	0.9999999999999998	0.0	0.006021851427819192	0.0	0.36459197786998615	0.9802924348378894	0.9955499046408136	14	61	75	14	62
NORP83_317	3405	10.308076358296622	0.9121879588839942	0.00789118561570501	8	8.99599891320833	0.1541894355486003	0.12863436123348018	0.9998885608019064	0.0			0.0	0.9817351598173516	0.9977168949771691	1	7	8	1	8
NORP83_318	3156	42.16349809885931	1.0	0.004175671549625615	48	19.422701388019416	0.3457880268249009	0.8035487959442332	1.0	0.0	0.0041587828847877715	0.0	0.4581749049429658	0.9909305993690852	0.9960567823343848	10	22	32	10	23
NORP83_319	7221	48.80141254673868	1.0	0.0036671865969624133	49	11.791518770443744	0.1387717764667208	0.9705027004570004	1.0	0.0	0.0033374929962277644	0.0	0.4882980196648664	0.9932933789954338	0.9958618721461188	29	41	70	29	47
NORP83_32	8611	46.24143537335965	0.985832075252584	0.002002591865498116	49	15.217652347307391	0.1640008437995311	0.9183602369062828	1.0	0.0	0.0018093279177308075	0.0	0.4855417489257926	0.9986090035407182	0.9992412746585736	6	12	18	6	11
NORP83_320	3007	44.00498836049219	0.9976720984369803	0.005055213824784578	48	13.99941712377049	0.2553380078873799	0.8999002327901563	1.0	0.0	0.004750710998854602	0.0	0.4210176255404057	0.9933481152993348	0.9974131559497412	7	25	32	7	18
NORP83_321	7685	49.43461288223813	0.9950553025374106	0.0029357168115892174	51	11.550372792364438	0.1317656847774743	0.9625243981782694	1.0	0.0	0.002920027378344736	0.0	0.5711125569290826	0.9955387319183452	0.9977017709882384	17	31	48	17	33
NORP83_322	4301	44.205998604975576	0.9986049755870728	0.004617452637469821	49	17.526818625505395	0.267281478286844	0.8656126482213439	1.0	0.0	0.003442642686364628	0.0	0.4645431295047664	0.990061778135912	0.9975825946817084	9	35	44	9	37
NORP83_323	5706	37.260953382404495	0.9964949176305644	0.0048995700154687025	41	17.30617686032317	0.2291254406999544	0.7982825096389765	0.9999999999999948	0.0	0.0033175113340307982	0.0	0.2732211706975114	0.9905598243688256	0.9980241492864984	9	56	65	9	43
NORP83_324	4356	38.50642791551883	0.997704315886134	0.0044302146017778385	43	16.15238797472764	0.2447612474702129	0.8452708907254362	0.9999999999999984	0.0	0.003924189610770568	0.0	0.2761707988980716	0.994296577946768	0.9983704508419338	6	25	31	6	21
NORP83_325	3254	42.798094652735095	0.9984634296250768	0.004627443028346279	48	18.888557690105138	0.3311744054361605	0.8275968039336201	1.0	0.0	0.0035810848602167993	0.0	0.4419176398279041	0.9858893427404382	0.9948013367991088	14	26	40	14	38
NORP83_326	4582	42.820820602357045	0.9978175469227412	0.00303093231126772	45	10.501583652627074	0.15515817056847195	0.956787429070275	1.0	0.0	0.0030034003891569183	0.0	0.2824094281972937	0.998631386861314	0.9997718978102191	1	18	19	1	6
NORP83_327	5441	43.4660907921338	0.9994486307664032	0.003027544663833925	46	13.137825605255307	0.17812465770560604	0.9156405072596948	1.0	0.0	0.00263227155874668	0.0	0.3519573607792685	0.9967884383781612	0.9981934965877156	9	14	23	9	16
NORP83_219	7104	50.6706081081081	0.9974662162162162	0.0033744888296133317	52	9.399324472062098	0.11152589950720206	0.9859234234234234	1.0	0.0	0.0032583620330012275	0.0	0.613597972972973	0.9942889777270132	0.9972872644203312	19	40	59	19	40
NORP83_22	5302	37.969822708411925	0.9792531120331949	0.003282808234637113	44	19.512577899187217	0.268000588550602	0.7759336099585062	0.9999999999999972	0.0	0.00394974888569144	0.0	0.3002640513013957	0.9956246961594556	0.9970831307729704	12	18	30	12	18
NORP83_220	8520	41.372065727699535	1.0	0.00393108481867499	44	13.454376705751956	0.14577037603195905	0.9120892018779344	1.0	0.0	0.002812849416004681	0.0	0.2813380281690141	0.9943379230472268	0.9989705314631322	8	49	57	8	44
NORP83_221	4472	39.94208407871199	0.9995527728085868	0.004515232141191872	44	14.40068386693864	0.21536780492193489	0.870304114490161	0.9999999999999996	0.0	0.0037381363363123703	0.0	0.28555456171735244	0.9912641315519012	0.9964028776978416	14	28	42	14	34
NORP83_222	7529	43.950989507238674	0.999335901182096	0.003342794993166143	45	12.330933511089249	0.14212031153557966	0.9403639261522114	1.0	0.0	0.0028820878528897924	0.0	0.3359011820958959	0.9975988700564972	0.9992937853107344	5	30	35	5	17
NORP83_223	15732	37.13513857106535	0.9985380116959064	0.003490794659936625	41	16.26106127747162	0.12964946257504315	0.8077803203661327	0.9999999999999942	0.0	0.0024279910339458644	0.0	0.22527332824815666	0.9940195152659742	0.997245829398804	35	61	96	35	76
NORP83_224	5108	48.94694596711042	0.999412685982772	0.003948270122322239	51	12.183186598763525	0.17048177836218342	0.9722004698512138	1.0	0.0	0.004368478331067015	0.0	0.5763508222396241	0.995771244462344	0.9977849375755136	11	27	38	11	21
NORP83_225	4049	46.75203754013337	0.9995060508767596	0.002977223712131605	49	10.248011760617905	0.16107174481487502	0.9713509508520622	1.0	0.0	0.0029927760946983906	0.0	0.4786367004198567	0.9959318586320874	0.9987287058225274	5	12	17	5	16
NORP83_226	6089	26.40696337658072	0.9908030875348991	0.0054221452058828	27	19.112461357317905	0.2449510460675917	0.567416652980785	0.9999999999252857	0.0	0.005182957514784371	0.0	0.13105600262768927	0.9890014471780028	0.995369030390738	16	43	59	16	38
NORP83_227	5400	43.18851851851852	0.9985185185185184	0.00363196163998436	48	17.703954821556994	0.24094262021315144	0.8475925925925926	1.0	0.0	0.0030760518169711264	0.0	0.4577777777777778	0.9930085208651956	0.9962857767096353	17	29	46	17	32
NORP83_228	4130	49.418401937046006	0.9997578692493948	0.004561820034360897	48	13.892016986204133	0.21619361537270385	0.9740920096852299	1.0	0.0	0.005446335062615826	0.0	0.452542372881356	0.999254287844892	0.9995028585632612	2	28	30	2	3
NORP83_229	7628	47.01114315679077	0.9982957524908233	0.0025338751016003025	48	11.424956656963134	0.13082106729131307	0.9632931305715784	1.0	0.0	0.002690156855179593	0.0	0.4181961195595176	0.9946924333151878	0.9971420794774088	21	20	41	21	39
NORP83_23	6424	44.58904109589041	1.0	0.0015385451104553693	45	9.853859517940538	0.12295251181578308	0.9825653798256538	1.0	0.0	0.0011551421742106438	0.0	0.30121419676214195	1.0	1.0	0	0	0	0	0
NORP83_230	3218	46.218147917961474	0.9984462399005594	0.00163670262062654	48	11.691136759640875	0.20612525709898016	0.9558732131758856	1.0	0.0	0.0010422961139247011	0.0	0.4114356743318832	0.9996749024707412	0.9996749024707412	1	1	2	1	1
NORP83_231	4168	39.08565259117083	0.9995201535508638	0.006328148603032213	43	16.739941131458064	0.2593236801347637	0.8430902111324377	0.999999999999999	0.0	0.00514311653402677	0.0	0.3171785028790787	0.978941377347752	0.9891861126920888	38	41	79	38	74
NORP83_232	3935	48.5125794155019	0.9964421855146124	0.0041793460758223775	51	11.687710368227439	0.1863426481633977	0.9669631512071156	1.0	0.0	0.0039307224532643134	0.0	0.5839898348157561	0.9931668856767412	0.9971090670170828	11	28	39	11	26
NORP83_233	5517	49.54758020663404	0.9998187420699656	0.003699994651328753	51	10.525651277658763	0.14172186168792025	0.9844118180170384	1.0	0.0	0.003119795715215145	0.0	0.567699836867863	0.994107899097772	0.9972380777020806	15	33	48	15	32
NORP83_234	3165	38.959241706161144	0.9939968404423379	0.0054984162322032635	42	16.783085427149743	0.29836891001731364	0.841390205371248	0.9999999999999988	0.0	0.0037501722608450643	0.0	0.27519747235387043	0.9827262485918138	0.9954938039804732	12	34	46	12	46
NORP83_235	3608	47.074002217294904	0.9994456762749444	0.00480123243015229	48	13.482118828523404	0.22448383828911836	0.9431818181818182	1.0	0.0	0.004453266423251723	0.0	0.44124168514412415	0.9923596826329708	0.9970614163972964	10	32	42	10	26
NORP83_236	4454	42.441850022451725	0.9952851369555455	0.0037721299262262202	48	16.116677453246208	0.24151781266825825	0.8747193533902109	1.0	0.0	0.003501237028604165	0.0	0.4537494387067804	0.9948665297741272	0.9984599589322382	6	32	38	6	20
NORP83_237	3149	37.6017783423309	0.9987297554779296	0.003771696148291648	43	16.200128102489984	0.2887361005291105	0.8281994283899651	0.9999999999999962	0.0	0.003803115396113443	0.0	0.20387424579231506	0.9942484662576688	0.9950153374233128	13	8	21	13	15
NORP83_238	3982	45.894776494224004	0.9989954796584632	0.003381224624282142	49	11.873865288260046	0.18818977744427487	0.9452536413862379	1.0	0.0	0.003850108024626042	0.0	0.4650929181315922	0.9976089266737512	0.9989373007438896	4	15	19	4	9
NORP83_239	3627	36.78770333609043	0.9889716018748276	0.0038461935161617773	41	16.33751513429698	0.2713139367576337	0.8158257513096223	0.9999999999999922	0.0	0.0035078562052049955	0.0	0.2070581748001103	0.9935789117945252	0.9962825278810408	11	12	23	11	19
NORP83_146	6442	34.49534306116113	0.998137224464452	0.005141774147703004	40	19.350090712992284	0.2411050771363661	0.7042843837317603	0.9999999999999408	0.0	0.0034056645462975377	0.0	0.2850046569388389	0.9896407317610756	0.997134670487106	13	50	63	13	47
NORP83_147	5079	34.65662531994487	0.9998031108485922	0.0065388618546752255	38	15.772471317410965	0.2213366834121663	0.8066548533175822	0.9999999999999488	0.0	0.005067640049904232	0.0	0.16184288245717662	0.9841347327312668	0.9919453258481816	33	48	81	33	65
NORP83_148	3956	32.079878665318496	0.9729524772497472	0.003878538874157012	36	15.502476712182776	0.24650619818281644	0.769211324570273	0.9999999999995012	0.0	0.0011467982101910355	0.0	0.10262891809909	0.9957279000985868	0.9983568846533026	5	18	23	5	13
NORP83_149	9106	44.51240940039535	0.9996705468921592	0.0036786757855362673	46	10.492197940845736	0.10995791598239972	0.972765209751812	1.0	0.0	0.0025650633475448052	0.0	0.34702394025916977	0.9943553849627456	0.998758184691804	11	63	74	11	50
NORP83_15	7022	48.003275420108224	0.9995727712902308	0.002299586733527259	49	10.283332507794823	0.12272538191262182	0.9843349473084592	1.0	0.0	0.0017846154316385476	0.0	0.4831956707490743	0.9973958333333334	0.9981192129629628	13	14	27	13	18
NORP83_150	5852	43.463089542036904	0.9037935748462064	0.00729290276032668	50	23.149957767961933	0.3026461503173313	0.7918660287081339	1.0	0.0	0.007446843308813289	0.0	0.5034176349965823	0.9933103150625808	0.9976262408286576	11	61	72	11	31
NORP83_151	7017	40.70485962662106	0.9991449337323642	0.004896297306788755	43	15.8389255935201	0.18909538444407856	0.8790081231295426	0.9999999999999998	0.0	0.004746091735330915	0.0	0.3172295852928602	0.992704280155642	0.9991893644617379	5	74	79	5	45
NORP83_152	11624	47.71980385409497	0.9996558843771508	0.002827113420358573	49	10.62824543022274	0.0985830966247413	0.9820199587061252	1.0	0.0	0.002342715743491764	0.0	0.4865794907088782	0.998335523434078	0.9995619798510732	5	35	40	5	19
NORP83_153	4833	44.75108628181253	0.9991723567142562	0.0025611084791644645	46	12.492195426545706	0.1797112673311144	0.9650320711773226	1.0	0.0	0.002069933012381453	0.0	0.40120008276432856	0.9965694682675816	0.9969982847341338	14	12	26	14	16
NORP83_154	3364	51.8730677764566	0.9991082045184304	0.004684901591313961	50	21.77262514465855	0.3754458963410563	0.9414387633769322	1.0	0.0	0.005993981604222931	0.0	0.5136741973840666	0.9974739501105148	0.9981054625828859	6	22	28	6	8
NORP83_155	5267	35.03246629960129	1.0	0.004919479078875355	39	15.650513410550337	0.21566921701669428	0.7926713499145623	0.9999999999999633	0.0	0.007079015303608437	0.0	0.16195177520410098	0.9925748502994012	0.9983233532934132	7	42	49	7	31
NORP83_156	3377	37.20994965946107	0.9016878886585727	0.003398516154835773	44	19.65080217108863	0.3382042529248616	0.7879774948178857	0.9999999999999948	0.0	0.003968412221245554	0.0	0.3449807521468759	0.9966178128523112	0.9984968057121384	4	13	17	4	9
NORP83_157	3183	34.93810870248193	0.9996858309770656	0.004321279610540296	36	15.174022556490788	0.26899898274307765	0.8039585296889726	0.9999999999999599	0.0	0.005001390759570179	0.0	0.2258875274897895	0.9910121141070732	0.9957014458772958	11	19	30	11	23
NORP83_158	10647	41.43082558467174	0.9998121536583076	0.0036314917585618107	43	13.859045697712151	0.13431981836709306	0.9072978303747534	1.0	0.0	0.0027234043275017328	0.0	0.26927773081619233	0.994927536231884	0.9972049689440994	27	55	82	27	49
NORP83_159	5139	47.36096516832068	0.9982486865148862	0.0036875434412793054	50	14.597428578881313	0.2036476060108041	0.9316987740805605	1.0	0.0	0.0037691194821167775	0.0	0.5104105857170655	0.9951963241436924	0.9979114452798664	10	34	44	10	23
NORP83_16	4351	34.823718685359694	0.9995403355550448	0.005517269021469873	38	15.010605246833807	0.22759020941119865	0.7920018386577798	0.9999999999999558	0.0	0.0029234569749714283	0.0	0.1675476901861641	0.9881021474172954	0.9965177016831108	12	41	53	12	41
NORP83_160	6104	33.32765399737877	0.9442988204456094	0.004894584528442159	39	19.75918541483276	0.25292825722509354	0.7031454783748362	0.9999999999998342	0.0	0.00384063962139658	0.0	0.2459043250327654	0.989515377446412	0.9967381174277726	14	38	52	14	45
NORP83_161	4974	42.88942501005228	0.998994772818657	0.003825541089138351	45	12.471013304857204	0.176844889069066	0.936670687575392	1.0	0.0	0.003810131946923701	0.0	0.28970647366304786	0.9922730199613652	0.9967804249839022	15	34	49	15	36
NORP83_162	3733	32.10554513795875	0.9975890704527188	0.005668035787705361	38	17.85492640112577	0.2922720238115491	0.6980980444682561	0.9999999999995124	0.0	0.004869103035657464	0.0	0.1612643986070185	0.9892555640828856	0.9957789716039908	11	27	38	11	28
NORP83_163	9865	45.577293461733404	0.998682209832742	0.002446225372081834	49	14.730576871101869	0.14831778225551914	0.910998479472884	1.0	0.0	0.0017586250063196252	0.0	0.495387734414597	0.9967731167241572	0.9986647379548236	12	20	32	12	29
NORP83_164	4576	42.543269230769226	0.9995629370629372	0.003676488821777624	44	15.594003749790938	0.23054838542381664	0.8994755244755245	1.0	0.0	0.00289560516220777	0.0	0.3629807692307692	0.9897959183673468	0.9948979591836736	21	26	47	21	42
NORP83_165	3380	43.41568047337278	0.999112426035503	0.003344262143131771	44	13.54343187756202	0.2329885785223376	0.9440828402366864	1.0	0.0	0.004945004492286631	0.0	0.3346153846153846	1.0	1.0	0	11	11	0	0
NORP83_166	9405	44.94556087187666	0.9995746943115364	0.003765030705966233	47	12.487331707811075	0.12876959745252062	0.9480063795853271	1.0	0.0	0.0034164757560786185	0.0	0.3897926634768739	0.9949528936742934	0.9986541049798116	12	57	69	12	45
NORP83_167	3539	65.8160497315626	0.9991523029104268	0.007242765902887638	66	28.731519477138217	0.4830362011115495	0.9208816049731564	1.0	0.0	0.006708476038696397	0.0	0.7100875953659226	0.9944768333844738	0.9969315741024856	10	40	50	10	18
NORP83_168	3869	36.47040578960972	0.9997415352804342	0.002302688274746223	41	13.444811342864137	0.21617799268306154	0.8291548203670199	0.9999999999999896	0.0	0.0012521738838211507	0.0	0.12483845955027137	0.9971945137157108	0.9990648379052368	3	9	12	3	9
NORP83_169	5479	46.781164446066796	1.0	0.001758786441012905	48	8.890551636913251	0.12012065585128685	0.973717831721117	1.0	0.0	0.001999187003064007	0.0	0.35918963314473445	0.9998125585754452	1.0	0	5	5	0	1
NORP83_17	6627	36.358985966500676	0.9990946129470348	0.0062533276610414745	40	15.158311368982707	0.1862194792982794	0.8169609174588803	0.9999999999999886	0.0	0.0043712045920379925	0.0	0.21170967255168247	0.9891023272995936	0.9977835241965276	12	72	84	12	59
NORP83_170	23414	44.527803878021686	0.9927393866917228	0.0020391484902370087	45	12.189149133978908	0.0796608356885307	0.9685658153241652	1.0	0.0	0.0017761351676776058	0.0	0.34897924318783635	0.9982802716288914	0.9988094188200016	27	27	54	27	39
NORP83_171	4094	41.827063996091844	0.9997557401074744	0.004414439017105698	44	10.982060707303708	0.1716575729470928	0.9482169027845628	1.0	0.0	0.004319466194666277	0.0	0.21958964338055686	0.9969088098918084	0.9981968057702216	7	29	36	7	12
NORP83_172	4386	42.184906520747845	1.0	0.004498782923612943	47	14.208972592902148	0.2145743856241584	0.8930688554491564	1.0	0.0	0.004015218856293856	0.0	0.3595531235750114	0.9925963747766148	0.9979576206280316	8	32	40	8	29
NORP83_173	5867	48.84353161752173	0.9993182205556502	0.003023021928292513	50	9.527586475271935	0.12439756228391075	0.9803988409749446	1.0	0.0	0.0028496155647959047	0.0	0.5098005795125277	0.9975660639777468	0.9984353268428372	9	21	30	9	14
NORP83_174	6314	47.53310104529617	0.9992081089642064	0.0032994309845726373	50	14.325615067118086	0.1802998571827424	0.9349065568577763	1.0	0.0	0.0034119937820374924	0.0	0.5044345898004434	0.9966118922581738	0.9984753515161782	9	30	39	9	20
NORP83_175	5738	44.91913558731265	0.9996514464970372	0.003870623015269637	46	9.938872766237447	0.1312183903607973	0.9778668525618682	1.0	0.0	0.004173855490929079	0.0	0.31596375043569186	0.9941186954197112	0.9962573516307254	21	36	57	21	33
NORP83_176	5273	36.93021050635311	0.9990517731841456	0.004125662012084419	42	16.478055895305676	0.2269437730297945	0.8004930779442443	0.9999999999999932	0.0	0.002899481894027001	0.0	0.219609330551868	0.992181947405828	0.997867803837953	9	31	40	9	33
NORP83_177	4075	40.422331288343564	0.9985276073619632	0.0033293176875558443	45	17.053939457111152	0.2671863114728953	0.8441717791411043	0.9999999999999996	0.0	0.002392809132065188	0.0	0.3276073619631902	0.9982558139534884	0.9997093023255814	1	18	19	1	6
NORP83_178	9341	33.465260678728185	0.9982871212932234	0.004391154468614933	39	18.36294442574806	0.19000668532786924	0.7123434321807087	0.9999999999998532	0.0	0.0034468246862221497	0.0	0.225885879456161	0.9893297264803126	0.9966937180643222	22	65	87	22	71
NORP83_179	5154	46.44974776872331	0.9998059759410168	0.004108249469309766	47	10.595551565388002	0.1476024268655869	0.9811796662786184	1.0	0.0	0.004067065978716422	0.0	0.3888242142025611	0.995451848922286	0.9988135258058136	6	38	44	6	23
NORP83_18	3265	45.01531393568147	1.0	0.004256316585256603	48	13.031346755235866	0.22809419161774766	0.9249617151607964	1.0	0.0	0.003485995979899625	0.0	0.4352220520673813	0.9960264900662252	0.9980132450331126	6	21	27	6	12
NORP83_180	7331	40.24089483017325	0.9998635929613968	0.005021758216465	45	17.71125420186473	0.206869911671866	0.8264902468967399	0.9999999999999996	0.0	0.0035348981561547092	0.0	0.3545218933296958	0.9877867634923254	0.9945535566925237	33	59	92	33	74
NORP83_181	15773	44.33043809040766	0.9957522348316744	0.0036743241177267243	49	16.413137907361538	0.1306917683671161	0.8824573638496165	1.0	0.0	0.00313736623723726	0.0	0.4559056615735751	0.994611681873698	0.9968388533659028	44	68	112	44	75
NORP83_256	3664	31.61217248908297	0.9978165938864628	0.005244101228018994	36	19.7471592749125	0.3262767815836586	0.6741266375545851	0.9999999999992462	0.0	0.0042824192724483226	0.0	0.1940502183406113	0.991497975708502	0.9983805668016196	3	34	37	4	21
NORP83_257	3511	43.571916832811155	0.9997151808601538	0.006950156595557977	44	18.700167547533226	0.31563993077412195	0.9114212475078324	1.0	0.0	0.009848526230564869	0.0	0.3768157220165195	0.9946875	0.998125	5	43	48	6	17
NORP83_258	4112	49.469601167315176	1.0	0.005453043149668324	51	11.065402932511377	0.1725812039812179	0.9730058365758756	1.0	0.0	0.005277943724818934	0.0	0.5865758754863813	0.994751312171957	0.9980004998750313	8	42	50	8	21
NORP83_259	8992	42.96797153024911	0.9985542704626336	0.003684937702629343	44	11.28657939913583	0.11903052312650232	0.9495106761565836	1.0	0.0	0.003714533362063732	0.0	0.2823620996441281	0.9980089013820568	0.9989458889669712	9	57	66	9	17
NORP83_26	10938	43.30581459133297	0.9762296580727738	0.0040856880337877275	48	18.487862643142925	0.17678181962571862	0.8504296946425306	1.0	0.0	0.004119299640328865	0.0	0.4751325653684403	0.9910771877015696	0.9968823908836808	29	77	106	29	83
NORP83_260	4427	45.145696860176194	0.9963858143212108	0.003931332738311255	51	18.27100055768922	0.2746354694330951	0.8538513666139598	1.0	0.0	0.003843407129089371	0.0	0.551615089225209	0.9941798941798942	0.997883597883598	8	19	27	8	22
NORP83_261	8417	45.157300700962345	0.9998811928240464	0.0032101157510612266	48	14.686044458943211	0.16008549204582012	0.9209932279909706	1.0	0.0	0.0028048426931123194	0.0	0.4416062730188903	0.9950980392156864	0.9976780185758514	18	35	53	18	38
NORP83_262	3772	44.33404029692471	0.999204665959703	0.0048865825876026605	45	11.003941128859749	0.17919256745490936	0.9684517497348888	1.0	0.0	0.004446909705356994	0.0	0.33457051961823964	0.9947987955105392	0.998905009581166	4	36	40	4	19
NORP83_263	3142	39.143220878421396	0.9958625079567156	0.004498203725762706	42	15.812048023593183	0.28213317516038394	0.8736473583704647	0.999999999999999	0.0	0.002947319359768219	0.0	0.2730744748567791	0.9908925318761383	0.9978142076502732	6	28	34	6	25
NORP83_264	5111	41.397378203874	0.998434748581491	0.003219054214762873	45	14.746086268442204	0.20628436865344746	0.8892584621404813	1.0	0.0	0.002661942890712199	0.0	0.3423987477988652	0.991859185918592	0.9962596259625962	17	27	44	17	37
NORP83_265	4772	45.0276613579212	0.9989522212908634	0.005262938800698835	48	15.468313532291354	0.22394339510586644	0.8985750209555742	1.0	0.0	0.004269767479307962	0.0	0.4685666387259011	0.9925373134328358	0.9983675373134328	7	45	52	7	32
NORP83_266	6536	30.58399632802937	0.9583843329253366	0.003726519560374619	40	22.35039302204524	0.2764791390761388	0.5979192166462668	0.9999999999981309	0.0	0.003939356264171856	0.0	0.29467564259485923	0.9976970317297852	0.9992323439099284	3	22	25	3	9
NORP83_267	10895	42.4044056906838	0.9988067921064708	0.00396524196489334	46	13.574576662886427	0.1300566637239869	0.9087654887563102	1.0	0.0	0.0033840398034377106	0.0	0.3139972464433226	0.995051004948995	0.9971720028279972	28	60	88	28	49
NORP83_268	4403	38.880990233931406	0.9997728821258232	0.003787319185997951	44	14.235165476846735	0.21455443732835064	0.8587326822620942	0.9999999999999988	0.0	0.003223000019788702	0.0	0.18169429934135814	0.9936524728907696	0.9976196773340388	9	23	32	9	24
NORP83_269	5253	48.29011993146774	0.9975252236817056	0.0041722003622032275	50	12.10580502764286	0.16704416744684314	0.958690272225395	1.0	0.0	0.00468846880421625	0.0	0.5134209023415192	0.9920571882446386	0.9952343129467832	24	34	58	24	40
NORP83_27	4156	42.898460057747826	1.0	0.004021401103279754	45	14.07188979225611	0.21830662277271015	0.9249278152069298	1.0	0.0	0.0027553571742915395	0.0	0.3233878729547642	0.9924557752341312	0.9958376690946932	16	26	42	16	29
NORP83_270	4011	73.50860134629768	0.99975068561456	0.007607628323650585	79	23.31939491754144	0.3682519803442958	0.9852904512590376	1.0	0.0	0.007810374113494834	0.0	0.7930690600847669	0.9964574898785424	0.9974696356275304	10	41	51	10	14
NORP83_271	5244	49.61823035850496	0.9994279176201372	0.0036178310050436475	50	13.428964571754475	0.18546100088023607	0.9504195270785659	1.0	0.0	0.0033965060379353984	0.0	0.545766590389016	0.9963884430176564	0.9983948635634028	8	22	30	8	18
NORP83_272	3443	39.12082486203892	0.9973860005808888	0.003806468714672495	41	11.756604818425865	0.20039020393722293	0.9073482428115016	0.999999999999999	0.0	0.0027702061574546018	0.0	0.18327040371768807	0.9951984635083226	0.9980793854033292	6	22	28	6	15
NORP83_273	5008	36.942691693290726	0.9978035143769968	0.004662011919373765	45	20.997929650891702	0.2967479180502289	0.7028753993610224	0.9999999999999932	0.0	0.004576370097573168	0.0	0.3971645367412141	0.9889204545454544	0.9946022727272728	19	31	50	19	39
NORP83_274	7792	45.61871149897329	0.998588295687885	0.002284458138241852	49	14.616680718227894	0.16559688316466364	0.9306981519507188	1.0	0.0	0.0014684932096780126	0.0	0.4777977412731006	0.9968284611141754	0.999034749034749	7	17	24	7	23
NORP83_131	5438	45.933799190879	0.9985288709084222	0.002978640088537876	47	11.88172811439132	0.1611387327339706	0.9700257447591026	1.0	0.0	0.003028344476459832	0.0	0.4165134240529607	0.9969668246445498	0.9977251184834124	12	22	34	12	16
NORP83_132	4612	43.67020815264527	0.9997831743278404	0.00401828245449487	45	13.082444114753525	0.19265989847755366	0.9251951431049436	1.0	0.0	0.0035766252388080844	0.0	0.33022549869904605	0.9943754394187954	0.9983595031638152	7	35	42	7	24
NORP83_133	26526	47.90288773279047	1.0	0.004426556772693768	50	13.888505744927144	0.08527619745331666	0.9506898891653472	1.0	0.0	0.004198881442454949	0.0	0.5122521299856745	0.9923467364580856	0.9968673169957968	79	207	286	79	193
NORP83_134	5798	26.991376336667813	0.971714384270438	0.008392088229839613	26	19.370694255305725	0.2544154820859353	0.5717488789237668	0.9999999999554045	0.0	0.004964567652076979	0.0	0.20541566057261124	0.9773755656108596	0.9975867269984916	8	73	81	8	75
NORP83_135	4799	47.851010627214	0.9997916232548448	0.0046618737288511855	50	12.887352945041929	0.18605168210456824	0.953323609085226	1.0	0.0	0.004421434590173745	0.0	0.5055219837466138	0.9934426229508196	0.9978142076502732	10	35	45	10	30
NORP83_136	5961	38.39288709947995	0.9996644858245259	0.012500908617471995	10	91.41181408772295	1.184074962114922	0.14997483643683945	0.999999999999998	0.0	0.004322558059150383	0.0	0.09444724039590673	0.9697986577181208	0.987695749440716	11	23	34	11	27
