# min_read_ani:0.95 max_insert_relative:3 min_insert:50 min_mapq:1 pairing_filter:paired_only
scaffold	pass_pairing_filter	filtered_pairs	unfiltered_reads	unfiltered_priority_reads	mean_insert_distance	mean_PID	mean_mistmaches	pass_min_read_ani	unfiltered_singletons	filtered_priority_reads	pass_min_insert	pass_min_mapq	unfiltered_pairs	mean_pair_length	pass_max_insert	mean_mapq_score	filtered_singletons	median_insert
NORP83_330	1157	1157	2542	0	171.19619706136558	0.9967274647515212	0.7199654278305964	1157.0	228	0	1157.0	1157.0	1157	220.36560069144338	1157.0	41.786516853932575	0	164.0
NORP83_237	710	708	1574	0	175.05633802816902	0.9918283370473291	1.795774647887324	710.0	154	0	710.0	708.0	710	219.22676056338028	710.0	39.68450704225352	0	168.0
NORP83_238	1120	1116	2470	0	170.3875	0.9962626142673155	0.8178571428571428	1120.0	230	0	1120.0	1117.0	1120	218.95803571428573	1119.0	36.77946428571428	0	164.0
NORP83_347	942	941	2069	0	174.5774946921444	0.9927370903731092	1.5912951167728238	942.0	185	0	942.0	941.0	942	219.2728237791932	942.0	38.57855626326964	0	165.5
NORP83_306	1251	1250	2739	0	169.21183053557155	0.9906872295638404	2.0431654676258995	1250.0	237	0	1251.0	1251.0	1251	219.09512390087932	1251.0	40.81135091926459	0	161.0
NORP83_267	2789	2787	6087	0	173.5231265686626	0.9936087264329504	1.4019361778415202	2789.0	509	0	2789.0	2788.0	2789	219.67515238436715	2788.0	41.32664037289351	0	164.0
NORP83_376	1175	1173	2513	0	172.8391489361702	0.995439409031463	1.004255319148936	1175.0	163	0	1175.0	1173.0	1175	220.8093617021277	1175.0	38.96425531914893	0	164.0
NORP83_386	2794	2793	5991	0	174.46313528990692	0.9937404862339044	1.3808160343593414	2794.0	403	0	2794.0	2793.0	2794	220.57050823192554	2794.0	41.517537580529705	0	166.0
NORP83_340	1265	1263	2769	0	168.85138339920945	0.991505925979455	1.8632411067193675	1265.0	239	0	1265.0	1264.0	1265	219.4790513833992	1264.0	41.47667984189722	0	161.0
NORP83_284	3662	3660	7882	0	172.83315128345166	0.9951663786324109	1.0606226105953032	3662.0	558	0	3662.0	3660.0	3662	219.33014746040416	3662.0	39.53522665210268	0	165.0
NORP83_251	1934	1933	4165	0	171.8050672182006	0.9952175522126564	1.0532574974146849	1934.0	297	0	1934.0	1933.0	1934	219.68717683557395	1934.0	40.71199586349535	0	163.0
NORP83_302	1036	1035	2273	0	170.57625482625485	0.9956896498523976	0.9333976833976834	1036.0	201	0	1036.0	1035.0	1036	217.77895752895756	1036.0	40.71621621621622	0	162.0
NORP83_281	1972	1970	4592	0	170.33265720081135	0.9910872595833488	1.9558823529411764	1971.0	648	0	1972.0	1971.0	1972	219.85598377281949	1972.0	40.260141987829606	0	163.0
NORP83_266	1220	1219	2602	0	171.57049180327868	0.9955132847913726	0.9868852459016394	1220.0	162	0	1220.0	1219.0	1220	219.36639344262292	1220.0	41.431967213114746	0	163.0
NORP83_358	1197	1197	2592	0	173.51294903926484	0.9915007642090132	1.847117794486216	1197.0	198	0	1197.0	1197.0	1197	216.952380952381	1197.0	41.17627401837928	0	163.0
NORP83_296	1619	1619	3470	0	174.97220506485485	0.9927580651106429	1.5830759728227302	1619.0	232	0	1619.0	1619.0	1619	217.6806670784435	1619.0	41.45027794935145	0	165.0
NORP83_372	1573	1572	3530	0	168.05721551176097	0.9899120579245732	2.202797202797203	1572.0	384	0	1573.0	1573.0	1573	218.91417673235856	1573.0	40.040686586141135	0	159.0
NORP83_319	2143	2143	4650	0	171.81101259916005	0.9921716951702424	1.7181521231917871	2143.0	364	0	2143.0	2143.0	2143	219.046663555763	2143.0	41.05739617358843	0	163.0
NORP83_288	464	463	1180	0	167.90517241379308	0.9897885315788844	2.2155172413793105	463.0	252	0	464.0	464.0	464	217.27370689655172	464.0	39.38577586206897	0	158.0
NORP83_371	746	746	1661	0	172.5831099195711	0.9922642695083124	1.6849865951742626	746.0	169	0	746.0	746.0	746	218.73994638069703	746.0	40.061662198391424	0	165.0
NORP83_255	1655	1655	3561	0	174.0888217522659	0.992811327885546	1.5836858006042296	1655.0	251	0	1655.0	1655.0	1655	219.72870090634441	1655.0	37.63444108761329	0	166.0
NORP83_261	2305	2304	5029	0	171.5700650759219	0.9942236892683362	1.2620390455531454	2305.0	419	0	2305.0	2305.0	2305	219.29587852494575	2304.0	41.379175704989144	0	165.0
NORP83_364	1146	1146	2494	0	169.01221640488657	0.99401525749192	1.31326352530541	1146.0	202	0	1146.0	1146.0	1146	219.39441535776612	1146.0	40.96684118673648	0	159.0
NORP83_315	1124	1124	2475	0	170.46619217081854	0.9922907294186456	1.6806049822064058	1124.0	227	0	1124.0	1124.0	1124	218.23220640569397	1124.0	41.56850533807829	0	164.0
NORP83_328	875	875	1936	0	172.072	0.9946108697714556	1.192	875.0	186	0	875.0	875.0	875	220.67885714285717	875.0	41.64	0	165.0
NORP83_387	1336	1335	3079	0	170.09281437125748	0.9893617313519609	2.3420658682634734	1336.0	407	0	1336.0	1336.0	1336	219.87050898203591	1335.0	39.79266467065868	0	161.0
NORP83_355	816	816	1786	0	169.00245098039215	0.9979927637093848	0.4338235294117647	816.0	154	0	816.0	816.0	816	218.9093137254902	816.0	41.59436274509804	0	162.0
NORP83_323	1297	1297	2859	0	170.1341557440247	0.9908765404273128	2.0084811102544333	1297.0	265	0	1297.0	1297.0	1297	219.40400925212032	1297.0	40.15343099460293	0	165.0
NORP83_277	1182	1173	2721	0	169.24111675126903	0.9888394556432679	2.44331641285956	1181.0	357	0	1182.0	1174.0	1182	219.14467005076145	1182.0	32.87478849407783	0	160.0
NORP83_337	747	745	1728	0	168.43908969210173	0.9875877865504528	2.714859437751004	747.0	234	0	747.0	745.0	747	218.7295850066934	747.0	38.440428380187406	0	161.0
NORP83_321	2307	2304	4961	0	171.5101863892501	0.9944294583401454	1.2249674902470742	2307.0	347	0	2307.0	2304.0	2307	219.64976159514518	2307.0	39.51582141309059	0	163.0
NORP83_286	1000	1000	2155	0	174.769	0.9943690502837652	1.236	1000.0	155	0	1000.0	1000.0	1000	220.322	1000.0	41.526	0	167.0
NORP83_313	835	835	1925	0	172.10778443113773	0.992901393027021	1.5568862275449102	835.0	255	0	835.0	835.0	835	218.4574850299401	835.0	39.60239520958085	0	162.0
NORP83_379	2380	2376	5071	0	173.23235294117646	0.9926499428605828	1.611764705882353	2380.0	311	0	2380.0	2377.0	2380	219.32436974789917	2379.0	38.24621848739496	0	166.0
NORP83_389	1084	1084	2317	0	171.8708487084871	0.9974525079811476	0.5581180811808119	1084.0	149	0	1084.0	1084.0	1084	219.690036900369	1084.0	41.940036900369	0	163.0
NORP83_351	2430	2430	5314	0	172.6139917695473	0.9931972306163886	1.4967078189300411	2430.0	454	0	2430.0	2430.0	2430	219.9164609053498	2430.0	40.59876543209877	0	163.0
NORP83_295	2019	2017	4337	0	171.47548291233284	0.9978433930941514	0.467062902426944	2019.0	299	0	2019.0	2017.0	2019	218.73650321941554	2019.0	41.14214957899951	0	163.0
NORP83_385	1574	1574	3407	0	173.42439644218553	0.9951413171179341	1.0641677255400257	1574.0	259	0	1574.0	1574.0	1574	218.5762388818297	1574.0	41.61245235069886	0	164.0
NORP83_272	821	819	1799	0	172.71741778319122	0.9938049025377343	1.3422655298416566	821.0	157	0	821.0	819.0	821	218.70401948842877	821.0	35.573690621193656	0	164.0
NORP83_285	1248	1246	2798	0	171.43269230769232	0.9894042889660434	2.333333333333333	1248.0	302	0	1248.0	1246.0	1248	219.73637820512818	1248.0	40.17307692307692	0	163.0
NORP83_308	1096	1095	2385	0	170.42153284671534	0.9903614326830196	2.113138686131387	1096.0	193	0	1096.0	1096.0	1096	219.99452554744525	1095.0	40.46806569343066	0	163.5
NORP83_381	2241	2241	4879	0	171.3645693886658	0.9947645466093794	1.1512717536813923	2241.0	397	0	2241.0	2241.0	2241	219.215082552432	2241.0	41.40383757251227	0	163.0
NORP83_338	961	961	2146	0	172.2185223725286	0.995190763566448	1.056191467221644	961.0	224	0	961.0	961.0	961	219.894901144641	961.0	41.30697190426639	0	163.0
NORP83_318	813	812	1795	0	172.14637146371464	0.9902333286092616	2.1279212792127917	813.0	169	0	813.0	812.0	813	217.98646986469865	813.0	33.953259532595325	0	163.0
NORP83_350	1029	1029	2380	0	171.044703595724	0.9895115716463864	2.3080660835762883	1029.0	322	0	1029.0	1029.0	1029	220.48299319727886	1029.0	40.242954324586975	0	163.0
NORP83_294	1895	1876	4052	0	171.555672823219	0.9934171900741616	1.4443271767810026	1895.0	262	0	1895.0	1876.0	1895	218.7155672823219	1895.0	40.40316622691293	0	162.0
NORP83_362	269	266	1191	0	140.72862453531602	0.970948712170438	6.122676579925652	266.0	653	0	269.0	269.0	269	211.94795539033456	269.0	32.680297397769515	0	127.0
NORP83_360	4448	4444	9473	0	173.00651978417267	0.9970424840008812	0.6497302158273381	4447.0	577	0	4448.0	4445.0	4448	219.55710431654683	4448.0	39.8556654676259	0	165.0
NORP83_322	1159	1152	2577	0	172.82484900776532	0.9902148365191036	2.1501294219154445	1159.0	259	0	1159.0	1152.0	1159	219.49266609145812	1159.0	33.67040552200172	0	164.0
NORP83_297	3429	3429	7511	0	171.46894138232722	0.9956336898759426	0.958296879556722	3429.0	653	0	3429.0	3429.0	3429	219.52668416447943	3429.0	40.59113444152814	0	164.0
NORP83_317	228	227	709	0	158.609649122807	0.9811941597608792	4.087719298245614	227.0	253	0	228.0	228.0	228	217.84649122807014	228.0	35.85526315789474	0	153.0
NORP83_374	1817	1796	3948	0	171.31810676940012	0.9918443531600362	1.79031370390754	1817.0	314	0	1817.0	1796.0	1817	219.55476059438638	1817.0	38.71601541001651	0	162.0
NORP83_287	918	918	1983	0	168.25054466230938	0.9911662250044736	1.9248366013071896	918.0	147	0	918.0	918.0	918	218.71677559912854	918.0	40.72875816993464	0	163.0
NORP83_303	1037	988	2222	0	174.6991321118611	0.9938002142472124	1.3587270973963357	1037.0	148	0	1037.0	988.0	1037	219.98264223722282	1037.0	32.931533269045325	0	166.0
NORP83_329	1046	1046	2377	0	170.52963671128106	0.9887476935668802	2.461759082217973	1046.0	285	0	1046.0	1046.0	1046	218.395793499044	1046.0	39.77055449330784	0	163.0
NORP83_359	846	845	1858	0	174.1465721040189	0.9974134610849078	0.5697399527186762	846.0	166	0	846.0	846.0	846	219.44326241134755	845.0	39.81678486997636	0	167.0
NORP83_342	1695	1672	3619	0	172.11917404129792	0.9959125456057976	0.9008849557522124	1695.0	229	0	1695.0	1672.0	1695	220.18171091445427	1695.0	33.015339233038354	0	164.0
NORP83_316	902	899	2095	0	173.39246119733926	0.9831382299529108	3.697339246119734	901.0	291	0	902.0	900.0	902	218.91019955654102	902.0	37.11751662971175	0	161.0
NORP83_369	3284	3282	7033	0	173.5770401948843	0.996351758916827	0.8026796589524969	3284.0	465	0	3284.0	3283.0	3284	220.43483556638245	3283.0	41.6105359317905	0	166.0
NORP83_352	4169	4167	8843	0	173.3593187814824	0.9962046436454448	0.8332933557207963	4169.0	505	0	4169.0	4167.0	4169	219.63348524826097	4169.0	39.279683377308714	0	165.0
NORP83_333	710	710	1610	0	170.1042253521127	0.9934248535683228	1.4436619718309858	710.0	190	0	710.0	710.0	710	219.64507042253518	710.0	41.26197183098592	0	163.0
NORP83_320	813	812	1808	0	169.16851168511684	0.991336887967736	1.894218942189422	813.0	182	0	813.0	812.0	813	218.72816728167282	813.0	40.0430504305043	0	163.0
NORP83_336	3107	3099	6693	0	172.79948503379467	0.9909038386466238	2.0006437077566783	3107.0	479	0	3107.0	3100.0	3107	219.9147087222401	3106.0	36.52848406823302	0	163.0
NORP83_348	1616	1615	3566	0	171.3292079207921	0.9925342930556812	1.6398514851485149	1616.0	334	0	1616.0	1615.0	1616	219.32487623762376	1616.0	41.329826732673276	0	162.0
NORP83_326	1182	1182	2564	0	174.41455160744502	0.997129483787862	0.6328257191201354	1182.0	200	0	1182.0	1182.0	1182	219.8942470389171	1182.0	40.360406091370564	0	165.0
NORP83_361	1501	1501	3323	0	170.66888740839443	0.9924390813137021	1.6615589606928711	1501.0	321	0	1501.0	1501.0	1501	219.7295136575616	1501.0	40.73550966022652	0	162.0
NORP83_373	981	980	2167	0	173.11416921508663	0.9938997635444776	1.346585117227319	980.0	205	0	981.0	981.0	981	219.44750254842	981.0	40.92660550458715	0	164.0
NORP83_327	1440	1440	3172	0	171.9673611111111	0.9956517538187396	0.9604166666666668	1440.0	292	0	1440.0	1440.0	1440	219.2513888888889	1440.0	40.89305555555556	0	162.0
NORP83_311	7381	7378	16022	0	172.29738517816014	0.995162260286924	1.0619157295759385	7381.0	1260	0	7381.0	7378.0	7381	219.2650047419049	7381.0	40.53705459964775	0	163.0
NORP83_300	1068	1065	2329	0	172.9250936329588	0.9920676486577988	1.7312734082397003	1067.0	193	0	1068.0	1065.0	1068	218.62078651685397	1068.0	35.786516853932575	0	166.0
NORP83_331	879	879	1946	0	173.00455062571103	0.9940009952074657	1.3128555176336747	879.0	188	0	879.0	879.0	879	219.6518771331058	879.0	36.102389078498284	0	165.0
NORP83_382	1145	1144	2480	0	170.6349344978166	0.9944906046078223	1.2	1145.0	190	0	1145.0	1144.0	1145	219.08209606986895	1145.0	39.99126637554585	0	162.0
NORP83_341	503	499	1128	0	172.08349900596423	0.9943161348070632	1.2485089463220675	503.0	122	0	503.0	499.0	503	218.48508946322067	503.0	39.145129224652095	0	163.0
NORP83_377	1192	1192	2590	0	172.47231543624162	0.995504263007525	0.9874161073825504	1192.0	206	0	1192.0	1192.0	1192	219.09228187919464	1192.0	40.999161073825505	0	167.0
NORP83_388	1644	1643	3535	0	170.83515815085158	0.9931087069264988	1.5182481751824817	1644.0	247	0	1644.0	1643.0	1644	219.9324817518248	1644.0	41.458029197080286	0	163.0
NORP83_384	1148	1148	2581	0	170.3719512195122	0.990708346636187	2.022648083623693	1148.0	285	0	1148.0	1148.0	1148	218.44076655052262	1148.0	38.403310104529616	0	161.0
NORP83_344	2216	2215	4827	0	172.38086642599282	0.9928873892191618	1.5649819494584838	2215.0	395	0	2216.0	2216.0	2216	219.27211191335738	2216.0	41.084837545126355	0	165.0
NORP83_345	840	840	1874	0	170.08690476190475	0.9889903980984688	2.423809523809524	840.0	194	0	840.0	840.0	840	219.4809523809524	840.0	40.60476190476191	0	162.5
NORP83_349	806	805	1805	0	170.38213399503718	0.9940242053610368	1.3002481389578164	806.0	193	0	806.0	806.0	806	217.9590570719603	805.0	39.993796526054595	0	165.0
NORP83_310	2633	2631	5733	0	173.64071401443218	0.9913480700263672	1.9016331181162167	2633.0	467	0	2633.0	2633.0	2633	219.85681731864796	2631.0	40.807443980250675	0	165.0
NORP83_390	5135	5134	10958	0	172.6504381694255	0.9956091418383228	0.9577409931840312	5135.0	688	0	5135.0	5134.0	5135	219.060564751704	5135.0	37.63972736124635	0	165.0
NORP83_370	2775	2775	5985	0	173.7203603603604	0.9969429913600648	0.6738738738738739	2775.0	435	0	2775.0	2775.0	2775	220.58234234234237	2775.0	41.557837837837845	0	165.0
NORP83_357	743	743	1723	0	167.96096904441453	0.9896088710872016	2.2826379542395694	743.0	237	0	743.0	743.0	743	219.1399730820996	743.0	40.46702557200538	0	159.0
NORP83_356	2481	2481	5355	0	171.8254735993551	0.9952728305364408	1.0386940749697702	2481.0	393	0	2481.0	2481.0	2481	219.8972188633616	2481.0	41.18702136235389	0	165.0
NORP83_346	1334	1196	2837	0	171.05472263868066	0.9959318980066052	0.8950524737631185	1334.0	169	0	1334.0	1196.0	1334	220.74062968515744	1334.0	33.11244377811094	0	163.0
NORP83_366	855	855	1832	0	170.19883040935673	0.994176968781047	1.2736842105263158	855.0	122	0	855.0	855.0	855	218.82339181286548	855.0	35.44210526315789	0	162.0
NORP83_380	1082	1081	2343	0	174.12476894639556	0.9918291990550894	1.800369685767098	1081.0	179	0	1082.0	1082.0	1082	219.7264325323475	1082.0	37.726432532347495	0	166.0
NORP83_365	923	923	2000	0	172.988082340195	0.995817428692386	0.9100758396533044	923.0	154	0	923.0	923.0	923	218.88515709642468	923.0	40.724810400866744	0	166.0
NORP83_378	1204	1197	2726	0	170.19684385382058	0.9930254456404376	1.528239202657807	1203.0	318	0	1204.0	1198.0	1204	218.8961794019933	1204.0	37.38455149501661	0	162.0
NORP83_383	894	892	2025	0	174.1979865771812	0.9903643056783872	2.106263982102908	894.0	237	0	894.0	892.0	894	219.03020134228188	894.0	37.47091722595079	0	166.0
