gene_callers_id	source	accession	function	e_value
1432	COG20_FUNCTION	COG1296	Predicted branched-chain amino acid permease (azaleucine resistance) (AzlC)	1.8e-17
1434	COG20_FUNCTION	COG0605	Superoxide dismutase (SodA) (PDB:1AP5)	8.3e-88
1435	COG20_FUNCTION	COG4335	3-methylpurine DNA glycosylase AlkC (AlkC)	1e-99
1437	COG20_FUNCTION	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)	9.6e-307
1438	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	7.7e-97
1439	COG20_FUNCTION	COG4188	Predicted dienelactone hydrolase	1.6e-13
1440	COG20_FUNCTION	COG0268	Ribosomal protein S20 (RpsT) (PDB:4V4H)	1.8e-23
1441	COG20_FUNCTION	COG0607	Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	9.1e-26
1442	COG20_FUNCTION	COG0593	Chromosomal replication initiation ATPase DnaA (DnaA) (PDB:1L8Q)	6.2e-108
1443	COG20_FUNCTION	COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog (DnaN) (PDB:1JQJ)	1.5e-119
1444	COG20_FUNCTION	COG1195	Recombinational DNA repair ATPase RecF (RecF) (PDB:5Z67)	1e-86
1447	COG20_FUNCTION	COG0789	DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)	6.2e-28
1448	COG20_FUNCTION	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)	1.2e-182
1449	COG20_FUNCTION	COG0183	Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)	9.8e-09
1450	COG20_FUNCTION	COG0173	Aspartyl-tRNA synthetase (AspS) (PDB:1C0A)	4.6e-16
1453	COG20_FUNCTION	COG2008	Threonine aldolase (GLY1) (PDB:4LNJ)	3.7e-88
1455	COG20_FUNCTION	COG3622	Hydroxypyruvate/dehydroerythronate isomerase, Hyi/OtnI family (Hyi) (PDB:1K77) (PUBMED:27402745)	1.4e-68
1456	COG20_FUNCTION	COG2374	Predicted extracellular nuclease	3.8e-117
1457	COG20_FUNCTION	COG0546	Phosphoglycolate phosphatase, HAD superfamily (Gph) (PDB:2NYV)	5.9e-45
1458	COG20_FUNCTION	COG5387	Mitochondrial FoF1-type ATP synthase assembly chaperone ATP12 (Atp12) (PDB:2P4X)	1.5e-47
1459	COG20_FUNCTION	COG0789!!!COG2226	DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)!!!Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	1.6e-13
1460	COG20_FUNCTION	COG4799	Acetyl-CoA carboxylase, carboxyltransferase component (MmdA) (PDB:1OD2)	2.3e-243
1461	COG20_FUNCTION	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit (PccA) (PDB:3U9S)	4.3e-145
1463	COG20_FUNCTION	COG1064	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family (AdhP) (PDB:5O8Q)	1.4e-135
1464	COG20_FUNCTION	COG0657	Acetyl esterase/lipase (Aes) (PDB:1EVQ)	6.2e-69
1466	COG20_FUNCTION	COG0060	Isoleucyl-tRNA synthetase (IleS) (PDB:1FFY)	1.3e-185
1467	COG20_FUNCTION	COG0597	Lipoprotein signal peptidase (LspA) (PDB:5DIR)	1.2e-23
1469	COG20_FUNCTION	COG0612	Predicted Zn-dependent peptidase, M16 family (PqqL) (PDB:6OFS)	9.7e-113
1470	COG20_FUNCTION	COG0612	Predicted Zn-dependent peptidase, M16 family (PqqL) (PDB:6OFS)	1.8e-84
1471	COG20_FUNCTION	COG0166	Glucose-6-phosphate isomerase (Pgi) (PDB:1B0Z)	5.1e-30
1472	COG20_FUNCTION	COG1757	Na+/H+ antiporter NhaC/MleN (NhaC)	1.2e-24
1473	COG20_FUNCTION	COG1680	CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)	1.8e-46
1474	COG20_FUNCTION	COG0635	Coproporphyrinogen-III oxidase HemN  (oxygen-independent) or related Fe-S oxidoreductase (HemN) (PDB:1OLT)	7.3e-73
1475	COG20_FUNCTION	COG2802	Uncharacterized conserved protein, LON_N-like domain, ASCH/PUA-like superfamily (LON/PUA) (PDB:1ZBO)	7.8e-42
1476	COG20_FUNCTION	COG2835	RNA methyltransferase activator Trm112/YbaR (Trm112) (PDB:2KPI) (PUBMED:27986851;30010922)	8.5e-16
1477	COG20_FUNCTION	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)	3.5e-70
1478	COG20_FUNCTION	COG1024	Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)	3.5e-94
1479	COG20_FUNCTION	COG0128	5-enolpyruvylshikimate-3-phosphate synthase (AroA) (PDB:4N3P)	2.9e-35
1481	COG20_FUNCTION	COG1038	Pyruvate carboxylase (PycA) (PDB:5VYW)	0
1482	COG20_FUNCTION	COG1011	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)	4.5e-12
1483	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	1.4e-43
1484	COG20_FUNCTION	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)	4.9e-152
1485	COG20_FUNCTION	COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC (TsaC) (PDB:1HRU)	1.2e-83
1486	COG20_FUNCTION	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase (GlcD) (PDB:1AHU)	5.7e-49
1487	COG20_FUNCTION	COG0109	Polyprenyltransferase (heme O synthase) (CyoE)	1.3e-31
1489	COG20_FUNCTION	COG3175	Cytochrome c oxidase assembly protein Cox11 (COX11) (PDB:1SO9)	3e-52
1490	COG20_FUNCTION	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3 (CyoC) (PDB:1QLE)	1.5e-82
1491	COG20_FUNCTION	COG3346	Cytochrome oxidase assembly protein ShyY1 (Shy1)	8e-27
1492	COG20_FUNCTION	COG0498	Threonine synthase (ThrC) (PDB:1VB3)	1.1e-89
1493	COG20_FUNCTION	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)	1.6e-08
1494	COG20_FUNCTION	COG0726	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family (CDA1) (PDB:1NY1)	2e-73
1495	COG20_FUNCTION	COG0489!!!COG3206	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family (Mrp) (PDB:2PH1) (PUBMED:18616280;19114487;31709520)!!!Exopolysaccharide export protein/domain GumC/Wzc1 (GumC) (PUBMED:15003255;23089617)	1.1e-24
1496	COG20_FUNCTION	COG1396!!!COG3800	Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)!!!Predicted transcriptional regulator (PDB:6CYJ)	1.5e-90
1497	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	1e-48
1498	COG20_FUNCTION	COG0659	Sulfate permease or related transporter, MFS superfamily (SUL1) (PDB:3NY7)	7.1e-123
1499	COG20_FUNCTION	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD)	8.5e-16
1500	COG20_FUNCTION	COG0324	tRNA A37 N6-isopentenylltransferase MiaA (MiaA) (PDB:2ZM5)	2.1e-54
1501	COG20_FUNCTION	COG0560	Phosphoserine phosphatase (SerB) (PDB:3N28)	9.4e-72
1503	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	2.4e-43
1505	COG20_FUNCTION	COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)	4.3e-32
1506	COG20_FUNCTION	COG1249	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)	9.4e-183
1507	COG20_FUNCTION	COG2885	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins (OmpA) (PDB:1OAP)	2e-39
1508	COG20_FUNCTION	COG1250	3-hydroxyacyl-CoA dehydrogenase (FadB) (PDB:5ZQZ)	8.7e-62
1509	COG20_FUNCTION	COG2342	Endo alpha-1,4 polygalactosaminidase, GH114 family (was erroneously annotated as Cys-tRNA synthetase) (PDB:2AAM)	3.4e-22
1510	COG20_FUNCTION	COG0398	Uncharacterized membrane protein YdjX, related to fungal oxalate transporter, TVP38/TMEM64 family (TVP38) (PUBMED:20889782)	3.8e-61
1511	COG20_FUNCTION	COG1249	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)	8.6e-131
1512	COG20_FUNCTION	COG0642	Signal transduction histidine kinase (BaeS) (PDB:1JOY)	7.9e-103
1513	COG20_FUNCTION	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)	4.7e-07
1514	COG20_FUNCTION	COG0245!!!COG1211	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (IspF) (PDB:1GX1)!!!2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (IspD) (PDB:1H3M)	8.1e-42
1515	COG20_FUNCTION	COG0245!!!COG1211	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (IspF) (PDB:1GX1)!!!2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (IspD) (PDB:1H3M)	3.6e-60
1516	COG20_FUNCTION	COG1546	Nicotinamide mononucleotide (NMN) deamidase PncC (PncC) (PDB:2A9S)	7.1e-32
1517	COG20_FUNCTION	COG2867	Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module (PasT) (PDB:1T17) (PUBMED:21323758)	1.2e-17
1518	COG20_FUNCTION	COG0320	Lipoate synthase (LipA) (PDB:4U0O) (PUBMED:27941785)	5.9e-139
1519	COG20_FUNCTION	COG2211	Na+/melibiose symporter or related transporter (MelB) (PDB:4M64)	2.5e-13
1520	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	8.7e-95
1521	COG20_FUNCTION	COG3717	5-keto 4-deoxyuronate isomerase (KduI) (PDB:1X8M)	2.4e-109
1522	COG20_FUNCTION	COG1331	Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains (YyaL) (PDB:3IRA)	9.6e-50
1523	COG20_FUNCTION	COG0584	Glycerophosphoryl diester phosphodiesterase (UgpQ) (PDB:1O1Z)	3.5e-65
1524	COG20_FUNCTION	COG3839	ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)	6e-134
1525	COG20_FUNCTION	COG0395	ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)	4.9e-115
1526	COG20_FUNCTION	COG1175	ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)	1.1e-174
1527	COG20_FUNCTION	COG2182	Maltose-binding periplasmic protein MalE (MalE) (PDB:1T0K)	1.8e-207
1528	COG20_FUNCTION	COG3618	Predicted metal-dependent hydrolase, TIM-barrel fold	3.9e-75
1529	COG20_FUNCTION	COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH)	5.7e-130
1530	COG20_FUNCTION	COG0329	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase (DapA) (PDB:2R91) (PUBMED:27574185)	2e-109
1531	COG20_FUNCTION	COG0451	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)	4.6e-73
1532	COG20_FUNCTION	COG2186	DNA-binding transcriptional regulator, FadR family (FadR) (PDB:1E2X)	8.1e-41
1533	COG20_FUNCTION	COG0747	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)	7.2e-218
1534	COG20_FUNCTION	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)	6.2e-133
1535	COG20_FUNCTION	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)	4.6e-135
1536	COG20_FUNCTION	COG1123	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)	7.1e-209
1537	COG20_FUNCTION	COG3386	Sugar lactone lactonase YvrE (YvrE) (PDB:1E1A)	1.2e-74
1538	COG20_FUNCTION	COG1312	D-mannonate dehydratase (UxuA) (PDB:1TZ9)	5e-122
1543	COG20_FUNCTION	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA (TruB) (PDB:1K8W)	3.1e-86
1544	COG20_FUNCTION	COG0184	Ribosomal protein S15P/S13E (RpsO) (PDB:4V4H)	1.4e-31
1545	COG20_FUNCTION	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) (Pnp) (PDB:1E3P)	2.4e-189
1547	COG20_FUNCTION	COG5383	Uncharacterized metalloenzyme YdcJ, glyoxalase superfamily (YdcJ) (PDB:2RJB)	3.6e-25
1548	COG20_FUNCTION	COG3214	DNA glycosylase YcaQ, repair of DNA interstrand crosslinks (YcaQ) (PUBMED:32409837)	1.4e-131
1549	COG20_FUNCTION	COG0406	Broad specificity phosphatase PhoE (PhoE) (PDB:1EBB)	5.1e-10
1550	COG20_FUNCTION	COG0314	Molybdopterin synthase catalytic subunit MoaE (MoaE) (PDB:1FM0) (PUBMED:32239579)	5e-38
1552	COG20_FUNCTION	COG0303	Molybdopterin Mo-transferase (molybdopterin biosynthesis) (MoeA) (PDB:2NQU) (PUBMED:18801996;32239579)	1.9e-83
1553	COG20_FUNCTION	COG0315!!!COG0521	Molybdenum cofactor biosynthesis enzyme MoaC (MoaC) (PDB:1EKR) (PUBMED:32239579)!!!Molybdopterin biosynthesis enzyme MoaB/MogA (MoaB) (PDB:1DI6) (PUBMED:32239579)	6.5e-77
1554	COG20_FUNCTION	COG2896	GTP 3',8-cyclase (molybdenum cofactor biosynthesis protein MoaA) (MoaA) (PDB:1TV7)	3.5e-43
1555	COG20_FUNCTION	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)	8.2e-126
1556	COG20_FUNCTION	COG0410	ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)	3.1e-109
1557	COG20_FUNCTION	COG1541	Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family (PaaK) (PDB:2Y4O)	1.7e-108
1558	COG20_FUNCTION	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family (MutT) (PDB:4V14)	1.2e-51
1559	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	5.3e-168
1560	COG20_FUNCTION	COG1802	DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)	3.5e-56
1561	COG20_FUNCTION	COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component (FcbT1) (PDB:2HZK)	6.4e-136
1562	COG20_FUNCTION	COG3090!!!COG4664	TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)!!!TRAP-type mannitol/chloroaromatic compound transport system, large permease component (FcbT3)	4.6e-263
1564	COG20_FUNCTION	COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase (IlvD) (PDB:2GP4)	3.2e-113
1565	COG20_FUNCTION	COG0625	Glutathione S-transferase (GstA) (PDB:1A0F)	6.5e-20
1566	COG20_FUNCTION	COG1846	DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)	4.7e-32
1568	COG20_FUNCTION	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA (CpdA) (PDB:2ZO9)	1e-82
1570	COG20_FUNCTION	COG0847	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease (DnaQ) (PDB:1J53)	2e-51
1573	COG20_FUNCTION	COG2199!!!COG2200!!!COG4252	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)!!!EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant) (EAL) (PDB:2BAS)!!!Extracytoplasmic sensor domain CHASE2 (specificity unknown) (CHASE2)	9.3e-09
1574	COG20_FUNCTION	COG1086	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC (FlaA1) (PDB:2GN4)	4.1e-111
1579	COG20_FUNCTION	COG0160	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase (ArgD) (PDB:1SF2)	9.4e-84
1580	COG20_FUNCTION	COG0183	Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)	2.7e-140
1581	COG20_FUNCTION	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2)	4e-172
1582	COG20_FUNCTION	COG2057	Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit (AtoA) (PDB:5DBN)	1.4e-08
1583	COG20_FUNCTION	COG0789	DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)	8e-27
1584	COG20_FUNCTION	COG0121	Predicted glutamine amidotransferase YafJ (YafJ) (PDB:1TE5)	2.2e-52
1586	COG20_FUNCTION	COG1280	Threonine/homoserine/homoserine lactone efflux protein (RhtB)	1.2e-36
1587	COG20_FUNCTION	COG0288	Carbonic anhydrase (CynT) (PDB:1EKJ) (PUBMED:22081392)	5.3e-43
1588	COG20_FUNCTION	COG1048	Aconitase A (AcnA) (PDB:1ACO)	1.8e-132
1589	COG20_FUNCTION	COG1670	Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)	1.9e-26
1590	COG20_FUNCTION	COG5429	Uncharacterized conserved protein, DUF1223 domain (PDB:2AXO)	4.5e-38
1591	COG20_FUNCTION	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)	4.3e-12
1592	COG20_FUNCTION	COG2249	Putative NADPH-quinone reductase (modulator of drug activity B) (MdaB) (PDB:1D4A)	8.9e-47
1594	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	4.3e-86
1595	COG20_FUNCTION	COG0670	Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family (YbhL) (PDB:4PGR) (PUBMED:28064000)	1.7e-55
1596	COG20_FUNCTION	COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component (YbbP)	1.2e-21
1597	COG20_FUNCTION	COG2220	L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily (UlaG) (PDB:2WYM)	4.3e-08
1599	COG20_FUNCTION	COG0721	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit (GatC) (PDB:3H0L)	7.8e-28
1600	COG20_FUNCTION	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L)	1.2e-196
1601	COG20_FUNCTION	COG1605	Chorismate mutase (PheA) (PDB:1ECM)	3.5e-16
1602	COG20_FUNCTION	COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (GatB) (PDB:3H0M)	5.8e-204
1603	COG20_FUNCTION	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)	2.3e-149
1604	COG20_FUNCTION	COG5000	Signal transduction histidine kinase NtrY involved in nitrogen fixation and metabolism regulation (NtrY)	7.3e-153
1605	COG20_FUNCTION	COG0436	Aspartate/methionine/tyrosine aminotransferase (AspB) (PDB:2O0R)	2.4e-42
1606	COG20_FUNCTION	COG0460	Homoserine dehydrogenase (ThrA) (PDB:5AVO) (PUBMED:29124164)	2.4e-124
1607	COG20_FUNCTION	COG1494	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein (GlpX) (PDB:1NI9)	2.1e-117
1608	COG20_FUNCTION	COG0156	7-keto-8-aminopelargonate synthetase or related enzyme (BioF) (PDB:1BS0)	3.3e-144
1610	COG20_FUNCTION	COG0134	Indole-3-glycerol phosphate synthase (TrpC) (PDB:6BMA)	3.1e-47
1611	COG20_FUNCTION	COG1974	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9)	5.5e-91
1612	COG20_FUNCTION	COG0346	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family (GloA) (PDB:3R4Q) (PUBMED:11830595)	1.2e-29
1613	COG20_FUNCTION	COG2262	50S ribosomal subunit-associated GTPase HflX (HflX) (PDB:2QTF) (PUBMED:22905870)	2.6e-119
1614	COG20_FUNCTION	COG1923	sRNA-binding regulator protein Hfq (Hfq) (PDB:1HK9)	6.5e-31
1615	COG20_FUNCTION	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G)	7.2e-85
1616	COG20_FUNCTION	COG0168	Trk-type K+ transport system, membrane component (TrkG) (PDB:3PJZ)	8e-36
1617	COG20_FUNCTION	COG0569	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain (TrkA) (PDB:4XTT) (PUBMED:23815639;25957408;31868587;32095817)	7.3e-164
1619	COG20_FUNCTION	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)	2.2e-114
1620	COG20_FUNCTION	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)	5.4e-111
1621	COG20_FUNCTION	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)	8.1e-97
1622	COG20_FUNCTION	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)	6.4e-119
1623	COG20_FUNCTION	COG0747	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)	1.2e-194
1624	COG20_FUNCTION	COG5476	Microcystin degradation protein MlrC, contains DUF1485 domain (PDB:3IUU)	7.3e-157
1625	COG20_FUNCTION	COG1737	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains (RpiR) (PDB:2O3F)	9.3e-48
1626	COG20_FUNCTION	COG0747	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)	1.8e-185
1627	COG20_FUNCTION	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)	2.6e-115
1628	COG20_FUNCTION	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)	6.7e-105
1629	COG20_FUNCTION	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)	5.2e-96
1630	COG20_FUNCTION	COG1123	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)	2.9e-90
1631	COG20_FUNCTION	COG3964	Predicted amidohydrolase (PDB:2OGJ)	2.5e-90
1633	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	7.5e-56
1634	COG20_FUNCTION	COG4974	Site-specific recombinase XerD (XerD) (PDB:1A0P)	2.7e-78
1635	COG20_FUNCTION	COG3791	Uncharacterized conserved protein (PDB:1X6M)	3.8e-60
1636	COG20_FUNCTION	COG0176	Transaldolase/fructose-6-phosphate aldolase (TalA) (PDB:1F05)	8e-90
1637	COG20_FUNCTION	COG1198	Primosomal protein N' (replication factor Y) - superfamily II helicase (PriA) (PDB:6DCR)	3.3e-138
1639	COG20_FUNCTION	COG1304	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase (LldD) (PDB:6AI7)	2.3e-142
1640	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	3e-49
1642	COG20_FUNCTION	COG2313	Pseudouridine-5'-phosphate glycosidase (pseudoU degradation) (PsuG) (PDB:1VKM) (PUBMED:18591240)	2.2e-108
1643	COG20_FUNCTION	COG0524!!!COG1522	Sugar or nucleoside kinase, ribokinase family (RbsK) (PDB:2QCV)!!!DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)	5e-21
1644	COG20_FUNCTION	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)	1.4e-37
1645	COG20_FUNCTION	COG2084	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36)	1.4e-99
1646	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	8.7e-95
1647	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	6e-193
1648	COG20_FUNCTION	COG4172	ABC-type microcin C transport system, duplicated ATPase component YejF (YejF) (PUBMED:17873039)	1.2e-170
1649	COG20_FUNCTION	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)	1.3e-89
1651	COG20_FUNCTION	COG3250	Beta-galactosidase/beta-glucuronidase (LacZ) (PDB:5N6U) (PUBMED:19291314)	2.6e-210
1652	COG20_FUNCTION	COG3822	D-lyxose ketol-isomerase (YdaE) (PDB:3MPB)	1.4e-94
1653	COG20_FUNCTION	COG1082	Sugar phosphate isomerase/epimerase (YcjR) (PDB:3KTC) (PUBMED:30742415)	1.4e-84
1654	COG20_FUNCTION	COG0673	Predicted dehydrogenase (MviM) (PDB:3UUW)	8.4e-158
1655	COG20_FUNCTION	COG0667	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family (PdxI) (PDB:1LQA) (PUBMED:32253339)	1.9e-97
1656	COG20_FUNCTION	COG1802	DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)	2.8e-28
1657	COG20_FUNCTION	COG0667	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family (PdxI) (PDB:1LQA) (PUBMED:32253339)	1.9e-121
1658	COG20_FUNCTION	COG3181	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC (TctC) (PDB:2DVZ)	3e-19
1659	COG20_FUNCTION	COG0800	2-keto-3-deoxy-6-phosphogluconate aldolase (Eda) (PDB:2V81)	1e-64
1660	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	3.8e-47
1661	COG20_FUNCTION	COG0662	Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)	1.2e-14
1662	COG20_FUNCTION	COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain (NrdB) (PDB:1AV8)	5.2e-111
1663	COG20_FUNCTION	COG0209	Ribonucleotide reductase alpha subunit (NrdA) (PDB:1R1R)	1e-265
1664	COG20_FUNCTION	COG3531	Predicted protein-disulfide isomerase, contains CxxC motif (PDB:5HFG) (PUBMED:24314029)	3.9e-51
1666	COG20_FUNCTION	COG1276	Putative copper export protein (PcoD)	6e-31
1667	COG20_FUNCTION	COG2863	Cytochrome c553 (CytC553) (PDB:6Q2U)	6e-27
