# min_read_ani:0.95 max_insert_relative:3 min_insert:50 min_mapq:1 pairing_filter:paired_only
scaffold	pass_pairing_filter	filtered_pairs	pass_max_insert	unfiltered_reads	mean_mistmaches	unfiltered_priority_reads	mean_mapq_score	median_insert	filtered_priority_reads	mean_PID	unfiltered_singletons	pass_min_read_ani	mean_insert_distance	unfiltered_pairs	mean_pair_length	filtered_singletons	pass_min_mapq	pass_min_insert
NORP83_330	1119	1117	1119.0	2735	4.481680071492403	0	38.1295799821269	160.0	0	0.9796577455452796	497	1117.0	169.17247542448615	1119	220.61036639857016	0	1119.0	1119.0
NORP83_351	4317	4313	4317.0	9260	1.3307852675469076	0	41.004632846884405	167.0	0	0.993956070533206	626	4317.0	174.52328005559414	4317	220.26082927959231	0	4313.0	4317.0
NORP83_329	1932	1931	1932.0	4186	1.108695652173913	0	40.733954451345745	164.0	0	0.994901832678931	322	1931.0	169.768115942029	1932	219.38405797101453	0	1932.0	1932.0
NORP83_331	1279	1279	1279.0	2796	1.8803752931978108	0	33.40109460516028	163.0	0	0.9914611800887092	238	1279.0	170.63017982799062	1279	219.23064894448788	0	1279.0	1279.0
NORP83_336	5010	4998	5010.0	10452	1.7203592814371258	0	37.308383233532936	166.0	0	0.992189966023391	432	5010.0	173.23612774451095	5010	220.21556886227543	0	4998.0	5010.0
NORP83_275	2813	2810	2813.0	5959	1.8261642374688944	0	41.563455385709204	168.0	0	0.9917122978713371	333	2812.0	174.9235691432634	2813	220.05687877710633	0	2811.0	2813.0
NORP83_281	2781	2776	2781.0	6283	2.664509169363538	0	40.499101042790365	165.0	0	0.987930564884148	721	2781.0	171.97339086659474	2781	220.74865156418556	0	2776.0	2781.0
NORP83_323	2453	2452	2453.0	5153	1.5046881369751326	0	39.53444761516511	167.0	0	0.9931363268348752	247	2453.0	174.25112107623318	2453	218.94863432531596	0	2452.0	2453.0
NORP83_319	3242	3242	3242.0	6990	1.731030228254164	0	40.96483652066625	166.0	0	0.9921242594693248	506	3242.0	173.10888340530536	3242	219.4287476866132	0	3242.0	3242.0
NORP83_238	1273	1269	1273.0	2916	2.177533385703064	0	34.73448546739984	164.0	0	0.9901164867056104	370	1273.0	171.3417124901807	1273	219.688138256088	0	1269.0	1273.0
NORP83_380	1703	1700	1703.0	3616	1.2290076335877862	0	38.55372871403406	164.0	0	0.9943852338427628	210	1703.0	172.33294186729302	1703	219.86376981796832	0	1700.0	1703.0
NORP83_266	2771	2770	2771.0	5878	1.5344640923854205	0	38.75857091302779	165.0	0	0.9930343512224391	336	2771.0	172.96860339227715	2771	220.0581017683147	0	2770.0	2771.0
NORP83_245	1307	1306	1307.0	2879	1.5837796480489672	0	40.72609028309105	166.0	0	0.9928006650158294	265	1306.0	172.15761285386384	1307	220.29762815608262	0	1307.0	1307.0
NORP83_289	1519	1519	1519.0	3287	1.297564186965109	0	38.16655694535879	163.0	0	0.9940948710535534	249	1519.0	171.71165240289665	1519	219.9242922975642	0	1519.0	1519.0
NORP83_321	3472	3471	3472.0	7387	1.4239631336405534	0	39.18692396313364	164.5	0	0.9935246791943356	443	3472.0	172.6434331797235	3472	220.09648617511522	0	3471.0	3472.0
NORP83_270	1934	1934	1934.0	4312	2.7797311271975182	0	40.45656670113754	165.0	0	0.98735293698885	444	1934.0	171.59307135470527	1934	219.66907962771458	0	1934.0	1934.0
NORP83_353	1688	1688	1688.0	3636	0.8738151658767772	0	38.87559241706161	167.0	0	0.9960236853103666	260	1688.0	173.7742890995261	1688	220.2813981042654	0	1688.0	1688.0
NORP83_364	1691	1688	1691.0	3581	1.2436428149024246	0	41.352454169130695	165.0	0	0.9943189013087252	199	1691.0	173.7120047309284	1691	219.51389710230632	0	1688.0	1691.0
NORP83_276	2771	2769	2770.0	5860	1.9949476723204618	0	40.6676290147961	165.0	0	0.9909327783622828	318	2771.0	172.8307470227355	2771	219.7542403464453	0	2770.0	2771.0
NORP83_279	2303	2272	2303.0	4821	0.5701259227095093	0	31.3608336951802	165.0	0	0.9973868121894152	215	2303.0	172.50021710811984	2303	218.90968302214503	0	2272.0	2303.0
NORP83_338	1397	1397	1397.0	3058	2.0937723693629207	0	40.62419470293486	168.0	0	0.9905033737122371	264	1397.0	173.53972798854687	1397	220.72655690765927	0	1397.0	1397.0
NORP83_383	1124	1118	1124.0	2663	3.1112099644128115	0	35.99555160142349	164.0	0	0.9858320189098212	415	1124.0	170.1921708185053	1124	219.70106761565842	0	1118.0	1124.0
NORP83_350	1707	1707	1707.0	3704	1.0497949619214997	0	41.362624487404794	166.0	0	0.9952545048600902	290	1707.0	172.8681898066784	1707	221.493848857645	0	1707.0	1707.0
NORP83_340	1814	1812	1813.0	3907	1.6036383682469681	0	41.4922822491731	166.5	0	0.9927215291991406	279	1813.0	172.28555678059536	1814	220.11190738699008	0	1814.0	1814.0
NORP83_376	1676	1674	1676.0	3687	2.3812649164677806	0	37.56563245823389	168.0	0	0.9891324016925652	335	1676.0	173.07338902147973	1676	219.8609785202864	0	1674.0	1676.0
NORP83_307	684	680	684.0	1754	1.6944444444444444	0	39.9780701754386	158.0	0	0.9920624960474442	386	682.0	164.09064327485382	684	217.9766081871345	0	682.0	684.0
NORP83_309	2731	2730	2731.0	5850	1.8355913584767485	0	38.766385939216406	169.0	0	0.99164077749935	388	2731.0	176.4514829732699	2731	219.76272427682167	0	2730.0	2731.0
NORP83_345	1267	1265	1267.0	2746	2.1649565903709553	0	41.04735595895817	166.0	0	0.9901144035392409	212	1267.0	170.99289660615628	1267	219.27071823204417	0	1265.0	1267.0
NORP83_341	1182	1106	1182.0	2569	2.243654822335025	0	28.244500846023694	165.0	0	0.98971287679473	205	1182.0	174.10152284263958	1182	218.9500846023689	0	1106.0	1182.0
NORP83_332	2992	2991	2992.0	6335	1.565173796791444	0	41.508689839572185	167.0	0	0.9928626539375698	351	2991.0	173.63669786096256	2992	219.6610962566845	0	2992.0	2992.0
NORP83_305	5303	5293	5303.0	11079	1.4693569677541014	0	35.442202526871576	166.0	0	0.993316606009767	473	5303.0	173.08127475014146	5303	219.99434282481613	0	5293.0	5303.0
NORP83_317	1357	1356	1357.0	2873	0.5519528371407516	0	41.459837877671326	165.0	0	0.9974791150584964	159	1357.0	172.50700073691968	1357	219.23139277818717	0	1356.0	1357.0
NORP83_283	1632	1632	1632.0	3608	1.8933823529411764	0	40.83700980392157	166.0	0	0.99136894870667	344	1632.0	171.6084558823529	1632	219.7781862745098	0	1632.0	1632.0
NORP83_324	1822	1821	1822.0	3977	2.1536772777167945	0	39.34193194291987	166.0	0	0.9902126850618832	333	1822.0	173.57409440175633	1822	219.57080131723384	0	1821.0	1822.0
NORP83_261	3747	3747	3747.0	7940	1.299439551641313	0	41.505204163330674	167.0	0	0.9940810242554058	446	3747.0	173.28102481985587	3747	219.52308513477448	0	3747.0	3747.0
NORP83_295	2966	2966	2966.0	6239	0.476062036412677	0	41.113283884018884	166.0	0	0.9978258446117676	307	2966.0	174.42650033715438	2966	219.04045853000676	0	2966.0	2966.0
NORP83_302	1043	1041	1043.0	2567	4.4362416107382545	0	36.49856184084372	160.0	0	0.9797537064365568	481	1043.0	167.8686481303931	1043	218.8504314477469	0	1041.0	1043.0
NORP83_357	1529	1526	1529.0	3269	1.8221059516023543	0	40.67822105951603	165.0	0	0.9917308630522232	211	1528.0	173.0752125572269	1529	219.8109875735775	0	1527.0	1529.0
NORP83_291	5362	5342	5361.0	11339	1.6769861991794106	0	38.575345020514725	164.0	0	0.9923396190120392	615	5362.0	171.63595673256248	5362	219.01081685938084	0	5343.0	5362.0
NORP83_311	11928	11920	11925.0	25018	1.2282025486250838	0	40.751257545271635	167.0	0	0.9944002280589956	1162	11928.0	173.71562709590881	11928	219.17094232059017	0	11923.0	11928.0
NORP83_368	2588	2588	2588.0	5480	0.5320710973724884	0	41.63021638330758	167.0	0	0.9975854193012148	304	2588.0	173.54559505409583	2588	220.68199381761974	0	2588.0	2588.0
NORP83_363	882	880	882.0	2036	4.063492063492063	0	39.17233560090703	164.5	0	0.9813698620363359	272	880.0	171.94444444444446	882	218.1077097505669	0	882.0	882.0
NORP83_390	7412	7405	7412.0	15690	1.0120075553157042	0	37.21613599568268	164.0	0	0.9953766391119429	866	7410.0	172.57933081489475	7412	219.3289260658392	0	7407.0	7412.0
NORP83_389	1521	1521	1521.0	3199	2.8395792241946087	0	41.24457593688363	169.0	0	0.9870895065962162	157	1521.0	175.8001314924392	1521	219.93556870479944	0	1521.0	1521.0
NORP83_314	3710	3689	3710.0	8132	2.0299191374663077	0	37.4266846361186	165.0	0	0.9907192091033046	712	3708.0	171.85956873315362	3710	219.2102425876011	0	3691.0	3710.0
NORP83_259	3177	3177	3177.0	6665	2.6628895184135977	0	41.11174063581996	166.0	0	0.9879273358314145	311	3177.0	174.09002203336482	3177	220.36166194523136	0	3177.0	3177.0
NORP83_355	457	455	457.0	1235	4.380743982494529	0	37.29759299781182	151.0	0	0.9799892328725076	321	457.0	162.71334792122542	457	219.92778993435448	0	455.0	457.0
NORP83_356	3337	3336	3336.0	7257	2.498651483368295	0	40.46059334731795	164.0	0	0.9886606982310191	583	3337.0	172.934671860953	3337	220.12316451902907	0	3337.0	3337.0
NORP83_354	3378	3378	3378.0	7095	0.9043812907045587	0	41.77945529899349	166.0	0	0.9958641977814068	339	3378.0	174.03167554766137	3378	219.99822380106568	0	3378.0	3378.0
NORP83_347	1827	1827	1827.0	3887	2.181718664477285	0	36.224411603721954	170.0	0	0.9900351930813692	233	1827.0	175.90804597701145	1827	218.89326765188838	0	1827.0	1827.0
NORP83_387	2479	2479	2479.0	5431	2.1125453812020982	0	39.93787817668415	164.0	0	0.9903697524944732	473	2479.0	171.13553852359826	2479	219.59015732150058	0	2479.0	2479.0
NORP83_379	3538	3536	3538.0	7404	1.0457885811192764	0	37.58818541548898	169.0	0	0.9952265537667536	328	3538.0	174.5799886941775	3538	219.46382136800446	0	3536.0	3538.0
NORP83_339	3059	3056	3058.0	6571	1.3295194508009154	0	39.82249101013403	168.0	0	0.9939352205228728	453	3059.0	173.65348152991177	3059	219.37790127492644	0	3057.0	3059.0
NORP83_296	2487	2474	2487.0	5306	2.204664254121432	0	40.655408122235634	165.0	0	0.9898535815211056	332	2487.0	171.98592681946118	2487	217.69963811821472	0	2474.0	2487.0
NORP83_334	2159	2157	2159.0	4676	1.5599814729041224	0	40.22880963408985	167.0	0	0.9928844348366545	358	2159.0	172.32561371005096	2159	219.82075034738304	0	2157.0	2159.0
NORP83_313	955	948	955.0	2284	3.160209424083769	0	36.48062827225131	165.0	0	0.985529243368036	374	955.0	169.58324607329843	955	219.29005235602088	0	948.0	955.0
NORP83_366	1282	1273	1281.0	2785	1.8018720748829955	0	32.74180967238689	162.0	0	0.991784305615428	221	1282.0	170.33151326053041	1282	219.08970358814355	0	1274.0	1282.0
NORP83_333	1169	1169	1169.0	2619	3.056458511548332	0	38.975192472198465	164.0	0	0.9859734904132422	281	1169.0	171.398631308811	1169	218.92215568862275	0	1169.0	1169.0
NORP83_322	2079	2076	2079.0	4341	1.0668590668590672	0	36.89562289562289	163.0	0	0.9951486010936524	183	2079.0	170.36700336700338	2079	218.29581529581532	0	2076.0	2079.0
NORP83_370	4488	4484	4488.0	9812	1.785873440285205	0	40.72704991087344	166.0	0	0.9919111690001878	836	4487.0	173.45677361853836	4488	220.71613190730838	0	4485.0	4488.0
NORP83_342	2364	2323	2364.0	5019	2.0169204737732658	0	30.99027072758037	167.0	0	0.9908251195118474	291	2362.0	173.39255499153975	2364	220.2643824027073	0	2325.0	2364.0
NORP83_287	1434	1432	1434.0	3062	1.6513249651324966	0	40.01534170153417	163.0	0	0.9924810928608224	194	1434.0	171.68828451882843	1434	219.036959553696	0	1432.0	1434.0
NORP83_365	1446	1446	1446.0	3046	0.9280774550484094	0	40.157676348547724	166.0	0	0.9957700678942732	154	1446.0	173.9723374827109	1446	219.6390041493776	0	1446.0	1446.0
NORP83_361	3321	3319	3320.0	7179	1.5293586269196024	0	41.35170129479073	165.0	0	0.9930445077356772	537	3320.0	174.63685636856368	3321	219.78982234266783	0	3321.0	3321.0
NORP83_359	881	881	881.0	2055	3.4313280363223613	0	35.98297389330306	161.0	0	0.9843937118113288	293	881.0	169.80476730987513	881	219.3688989784336	0	881.0	881.0
NORP83_367	1193	1192	1193.0	2643	1.9983235540653812	0	37.055322715842415	169.0	0	0.9909241297487982	257	1193.0	174.51886001676445	1193	219.65297569153395	0	1192.0	1193.0
NORP83_372	2615	2611	2615.0	5640	1.5732313575525814	0	39.8810707456979	165.0	0	0.9928217129215836	410	2613.0	172.65965583173997	2615	219.52695984703632	0	2613.0	2615.0
NORP83_315	1838	1838	1838.0	3960	1.9319912948857452	0	41.57997823721436	165.5	0	0.9911683637800642	284	1838.0	172.52937976060937	1838	218.64254624591945	0	1838.0	1838.0
NORP83_375	1206	1206	1206.0	2771	3.006633499170813	0	40.27446102819237	163.0	0	0.9861939274409026	359	1206.0	172.75041459369817	1206	218.304311774461	0	1206.0	1206.0
NORP83_386	3990	3988	3990.0	8513	1.838095238095238	0	41.329824561403505	167.0	0	0.9916348162422126	533	3989.0	174.10751879699245	3990	220.29448621553883	0	3989.0	3990.0
NORP83_337	1500	1500	1500.0	3172	0.888	0	40.03333333333333	162.0	0	0.9959590940764308	172	1500.0	169.84533333333334	1500	219.774	0	1500.0	1500.0
NORP83_352	5842	5821	5842.0	12299	1.6213625470729205	0	38.13129065388566	167.0	0	0.9926108325763244	615	5840.0	173.1833276275248	5842	219.71037315987675	0	5823.0	5842.0
NORP83_335	3459	3451	3459.0	7421	1.5518936108701935	0	39.45909222318589	162.0	0	0.9929378552516872	503	3459.0	170.479618386817	3459	219.51199768719283	0	3451.0	3459.0
NORP83_382	1672	1672	1672.0	3578	2.267942583732057	0	39.4988038277512	164.0	0	0.9896366684607876	234	1672.0	172.22607655502392	1672	219.3480861244019	0	1672.0	1672.0
NORP83_373	1042	1041	1042.0	2545	3.665067178502879	0	38.52303262955854	156.0	0	0.9833361414520652	461	1041.0	166.48176583493282	1042	220.3848368522073	0	1042.0	1042.0
NORP83_374	2659	2639	2659.0	5686	1.860849943587815	0	39.402406919894695	167.0	0	0.9915167034925012	368	2659.0	173.38849191425345	2659	219.66603986461075	0	2639.0	2659.0
NORP83_385	2258	2258	2258.0	4820	1.3330380868024798	0	41.705934455270146	165.0	0	0.9939208915480808	304	2258.0	172.10053144375553	2258	219.92205491585477	0	2258.0	2258.0
NORP83_378	2248	2245	2248.0	4700	1.3976868327402134	0	37.319839857651246	166.0	0	0.9936358843945134	204	2248.0	173.25711743772243	2248	219.3447508896797	0	2245.0	2248.0
NORP83_388	2564	2563	2564.0	5384	1.5526521060842433	0	41.12051482059282	167.5	0	0.9929060651937752	256	2564.0	173.60452418096725	2564	219.66302652106083	0	2563.0	2564.0
NORP83_360	6195	6190	6195.0	12938	1.9315577078288944	0	38.85117029862793	167.0	0	0.9912252945819471	548	6195.0	174.59903147699757	6195	219.77304277643262	0	6190.0	6195.0
NORP83_326	1580	1578	1580.0	3364	2.2170886075949365	0	40.839240506329105	167.0	0	0.9899154284433558	204	1580.0	175.82088607594937	1580	220.0512658227848	0	1578.0	1580.0
NORP83_391	1368	1366	1368.0	2961	1.5767543859649122	0	40.690058479532155	161.0	0	0.9928278645634512	225	1368.0	168.95102339181287	1368	219.2331871345029	0	1366.0	1368.0
NORP83_348	2639	2637	2639.0	5625	1.7078438802576734	0	41.06744979158772	167.0	0	0.992237700559484	347	2639.0	173.2421371731716	2639	220.0727548313756	0	2637.0	2639.0
NORP83_298	1844	1843	1844.0	4156	1.1372017353579176	0	39.87960954446854	165.0	0	0.994838315907601	468	1844.0	171.9636659436009	1844	220.59436008676792	0	1843.0	1844.0
NORP83_381	2851	2851	2851.0	6308	2.094002104524728	0	40.94072255349001	165.0	0	0.9904434270757808	606	2851.0	171.50578744300245	2851	219.8063837250088	0	2851.0	2851.0
NORP83_343	2107	2106	2107.0	4434	1.1888941623160891	0	41.70336971998102	164.0	0	0.9946031932264952	220	2107.0	171.8761271950641	2107	219.62268628381585	0	2106.0	2107.0
NORP83_371	965	965	965.0	2130	0.9046632124352332	0	40.02072538860104	162.0	0	0.9958478377377664	200	965.0	170.70569948186528	965	218.95544041450776	0	965.0	965.0
NORP83_318	1500	1499	1500.0	3181	1.168	0	37.26133333333333	163.0	0	0.9947079173857504	181	1500.0	170.91733333333337	1500	220.238	0	1499.0	1500.0
NORP83_377	1597	1597	1597.0	3518	2.0538509705698185	0	40.69567939887288	163.0	0	0.9906099481423276	324	1597.0	171.4552285535379	1597	219.52661239824675	0	1597.0	1597.0
NORP83_327	2172	2172	2172.0	4698	1.3135359116022098	0	40.13351749539595	167.0	0	0.9940212682128474	354	2172.0	172.4125230202578	2172	219.46132596685086	0	2172.0	2172.0
NORP83_362	2627	2626	2627.0	6327	0.9984773505900266	0	40.813475447278265	164.0	0	0.9953753566230412	1073	2627.0	171.51922344880091	2627	219.854206318995	0	2626.0	2627.0
NORP83_349	947	946	947.0	2196	2.9630411826821543	0	37.373812038014776	164.0	0	0.9864043588639702	302	947.0	170.61879619852164	947	217.54171066525868	0	946.0	947.0
NORP83_384	1846	1846	1846.0	3935	1.1148429035752978	0	39.94203683640304	167.0	0	0.9949212580469056	243	1846.0	172.87648970747563	1846	219.33748645720482	0	1846.0	1846.0
NORP83_358	1615	1615	1615.0	3600	2.609907120743034	0	40.915170278637774	166.0	0	0.9880437749203416	370	1615.0	173.64829721362233	1615	217.47120743034057	0	1615.0	1615.0
NORP83_369	4146	4143	4145.0	8930	1.992764109985528	0	41.23299565846599	168.0	0	0.9909896575009829	638	4145.0	175.5137481910275	4146	221.0137481910275	0	4145.0	4146.0
